gene,gene_number,cpath,cost,x,y
negative_control,1580,"[25915, 31856, 88953, 95936]",3.297595468,1019.311911,1128.27492
Tpm1,238,"[4495, 70940, 87627, 103499]",3.297915212,779.7581701,1353.336539
negative_control,1393,"[23051, 61252, 75400, 93323]",3.298259899,1001.33242,1153.170727
Maged1,82,"[58660, 74289, 86157, 103846]",3.298685212,947.4377074,1142.209978
Hif1a,57,"[32465, 79585, 83428, 106412]",3.298806579,876.6009053,1110.849695
Mrfap1,89,"[22769, 68835, 73122, 86952]",3.299144447,890.8286493,1110.285943
Emp1,39,"[5541, 22964, 45831, 84553]",3.299157167,979.0364343,1228.200751
Polr2e,148,"[19471, 41674, 65356, 81590]",3.299990697,998.6339673,1102.406881
Ywhaz,268,"[4355, 67059, 84879, 101570]",3.300297813,754.1328318,1384.636153
negative_control,1944,"[15920, 35599, 44778, 55824]",3.300908371,983.9412055,1116.18828
Msn,112,"[25357, 33503, 87934, 107567]",3.301168462,855.2483928,1119.712568
Vim,261,"[44353, 67306, 72893, 98351]",3.301524857,809.4957767,1113.711265
Tubb5,246,"[12755, 63629, 78126, 101514]",3.302019021,737.7293856,1378.18672
Cited2,13,"[19965, 33203, 72784, 96416]",3.303450316,786.4729772,1258.096906
negative_control,521,"[11004, 24327, 47008, 104962]",3.303451797,994.7647861,1116.734764
Nr2f2,129,"[24651, 44084, 80845, 87467]",3.303582716,741.3403828,1364.401593
Sfpq,206,"[31973, 54556, 74576, 86463]",3.303992884,736.1722346,1362.789613
Hdgf,56,"[25555, 45711, 64134, 107743]",3.304051402,933.2657063,1128.030996
negative_control,1585,"[969, 45689, 86090, 103809]",3.304156849,919.3344725,1116.786307
Vat1,259,"[20738, 38012, 89765, 104787]",3.304512096,930.4225909,1111.829397
Khdrbs1,73,"[637, 68672, 90611, 107518]",3.304735128,843.7877438,1369.343011
Pdia4,141,"[33191, 47336, 72775, 107218]",3.305159114,784.0925717,1253.742848
Lrrc59,79,"[37461, 76028, 85000, 111612]",3.305583958,795.9140159,1359.961956
negative_control,1881,"[514, 32287, 92531, 110488]",3.305714471,822.6294017,1357.916848
negative_control,412,"[6456, 33445, 83309, 100887]",3.306393847,840.6242366,1011.159925
negative_control,1904,"[9820, 18120, 48936, 69534]",3.306708061,763.5192094,1270.097814
negative_control,1671,"[11888, 42305, 54816, 87949]",3.307357345,861.1001037,1338.405574
negative_control,1437,"[11045, 86283, 100299, 111164]",3.307865166,1002.902808,1105.613586
negative_control,396,"[36625, 56804, 66327, 73137]",3.307934845,898.7017633,1124.442079
Hnrnpk,59,"[10325, 29272, 46551, 79535]",3.308574027,844.1367012,974.1398415
Oaf,133,"[22084, 58971, 61391, 79181]",3.30859131,704.5029868,1403.653596
negative_control,2018,"[58301, 61563, 86616, 107189]",3.309113496,779.9823022,1209.710543
Sat1,200,"[18862, 37809, 84380, 97053]",3.309137673,868.194518,1094.960761
negative_control,1707,"[17599, 82772, 102491, 107895]",3.309643135,986.9443557,1109.341601
negative_control,2100,"[58741, 72161, 75347, 90930]",3.30991015,983.7852899,1070.264342
Emp1,39,"[5564, 22977, 45849, 84565]",3.310990814,983.3959497,1221.939935
Ywhaz,268,"[5763, 67959, 85559, 102714]",3.311274728,1032.731157,1138.195243
Prmt1,153,"[34906, 62784, 99691, 110583]",3.311489494,839.6143021,1035.635933
St13,220,"[32137, 42070, 54680, 61606]",3.311604411,790.2337071,1163.322024
Tpm4,239,"[561, 15276, 88661, 96814]",3.312040481,831.6053102,1385.323466
Lmna,77,"[24462, 77069, 87328, 109044]",3.312204857,1056.96423,1187.01799
negative_control,1043,"[50812, 52026, 65272, 89888]",3.313034043,971.9758019,1104.85212
negative_control,386,"[36330, 78521, 95205, 109379]",3.314320958,827.5085003,1338.106447
Npc2,128,"[14386, 21076, 100299, 105899]",3.314846321,1002.180764,1105.480444
Gsto1,54,"[39636, 82890, 95983, 106702]",3.314877693,1037.056516,1130.10576
Myh9,118,"[37271, 40670, 70805, 107038]",3.315524497,757.6902753,1240.36849
negative_control,625,"[3444, 59295, 62615, 111636]",3.315540854,801.7440346,1349.94356
negative_control,1313,"[25837, 53516, 62031, 95895]",3.315565367,1006.455493,1118.635274
negative_control,1680,"[32044, 61522, 100576, 107104]",3.31593319,767.607406,1356.616552
Hdgf,56,"[24973, 45311, 63830, 107244]",3.31629249,788.2439116,1128.63814
negative_control,481,"[2596, 31686, 47547, 74241]",3.3164153,928.0885582,1105.598208
negative_control,1759,"[14531, 32854, 42715, 81694]",3.316823126,1036.254237,1101.677677
Oaf,133,"[22247, 59073, 61497, 79297]",3.317076056,759.0869394,1324.143432
Timp2,229,"[31781, 63149, 88168, 102473]",3.317292717,982.6099387,1100.225146
negative_control,480,"[13309, 46434, 58430, 73917]",3.317597989,814.6948739,1325.41926
negative_control,298,"[1895, 22438, 44298, 72829]",3.318027715,793.9798692,1183.489912
Malat1,83,"[12373, 17771, 47092, 66827]",3.319969611,1024.952598,1100.462425
Hspa8,62,"[22411, 56436, 93655, 110290]",3.32000487,789.0092682,1150.255814
negative_control,666,"[21277, 53635, 99189, 103393]",3.320184585,752.5016048,1335.327222
negative_control,803,"[17144, 50678, 58575, 107640]",3.320592481,891.1319815,1109.358608
negative_control,1875,"[26701, 49346, 99691, 104590]",3.320898355,839.5468363,1035.382212
negative_control,611,"[6270, 47392, 55438, 101874]",3.321657345,806.8708588,1166.083318
Mtap,114,"[8786, 45133, 80861, 92070]",3.321674274,746.8363745,1367.748396
negative_control,1301,"[33375, 54748, 69828, 78489]",3.322216948,820.3180313,1344.196362
negative_control,603,"[14126, 24185, 31726, 102362]",3.322332654,953.0203764,1074.993443
Cops7a,17,"[401, 38783, 68428, 95051]",3.322692991,802.8569826,1309.83898
Eif3d,33,"[24774, 28718, 59090, 96254]",3.323136614,763.2045664,1217.805219
Lrrc59,79,"[38314, 76977, 85530, 112325]",3.323358545,1016.264144,1072.345372
Ncl,121,"[15634, 29629, 99969, 107701]",3.324332495,916.3604904,1059.820717
negative_control,1009,"[11465, 33089, 54621, 103434]",3.324639411,764.5612073,1324.953957
Malat1,83,"[12308, 17714, 47057, 66781]",3.324725043,1010.502766,1045.688388
negative_control,293,"[9307, 30982, 54267, 73216]",3.325126461,944.5095017,1137.199942
Vdac1,260,"[50451, 86718, 100699, 111620]",3.325155233,799.2933781,1113.418662
Clta,15,"[47579, 54924, 69050, 109773]",3.325317221,958.7882189,1073.751636
Trps1,243,"[27521, 32044, 41982, 83026]",3.32541955,767.0198155,1356.718244
negative_control,870,"[38572, 47282, 79997, 83009]",3.325908525,761.1585289,1371.995654
Oxct1,134,"[15338, 34918, 68657, 109436]",3.326320195,841.1674243,1342.579778
Pkm,144,"[5405, 20836, 90853, 93093]",3.327547557,950.3260931,1061.312687
Rpsa,197,"[1519, 17930, 96049, 104106]",3.328272562,679.3068373,1403.65632
Cnn2,16,"[11657, 50451, 69703, 101835]",3.328279571,799.1843514,1113.069517
negative_control,1121,"[1375, 19591, 42698, 77972]",3.328624375,1027.585061,1109.089676
Mrfap1,89,"[22414, 68319, 72792, 86661]",3.328718378,788.3461559,1259.75983
Ugdh,255,"[6077, 22323, 47310, 67135]",3.328876108,773.0774782,1155.076036
negative_control,1234,"[3957, 48492, 58721, 87111]",3.329435912,978.475658,1064.818833
Ywhag,265,"[3189, 26220, 46119, 78040]",3.329556195,701.5953717,1384.390087
Msn,112,"[24835, 33135, 87597, 107132]",3.329808307,771.6941886,1185.788996
Rad21,176,"[17664, 52129, 74440, 103235]",3.330000925,1000.176628,1110.552342
negative_control,1978,"[58216, 67074, 100542, 103411]",3.330361707,757.3226336,1311.37085
negative_control,1152,"[33209, 49086, 84970, 103532]",3.330612253,787.6695944,1205.611303
Got2,51,"[7646, 34690, 89378, 92447]",3.330743875,812.4217101,1379.024492
Vdac1,260,"[50966, 87270, 101328, 112350]",3.331094838,1028.639721,1161.250985
Nedd4,126,"[6358, 25182, 38887, 48057]",3.332135252,821.3795401,1343.891866
negative_control,1593,"[7070, 35739, 79863, 109005]",3.33224842,1020.153687,1106.83518
Rpl18a,187,"[27610, 30446, 47919, 96409]",3.332521654,785.7597191,1221.875037
negative_control,350,"[27056, 69002, 88073, 104815]",3.332997912,945.1710696,1095.299229
Mrfap1,89,"[22538, 68496, 72920, 86770]",3.333129815,813.9828424,1112.766475
Lamp1,74,"[33527, 48217, 58535, 68764]",3.333308662,864.6121036,1124.881786
negative_control,1838,"[10711, 21816, 83585, 103813]",3.333661328,929.5016166,1280.986747
Actn4,3,"[11785, 23778, 58464, 61724]",3.333722671,828.3577434,1111.514034
negative_control,2080,"[62379, 78213, 81867, 98157]",3.334089503,759.0272277,1332.54171
negative_control,963,"[3302, 23412, 52367, 92146]",3.334154944,764.4693714,1285.426304
Ppp2r1a,151,"[34545, 40868, 77313, 85807]",3.334667106,793.6830806,1281.314149
negative_control,1592,"[4867, 15259, 68590, 99636]",3.334711785,829.2385739,1111.049611
negative_control,864,"[5774, 58039, 62109, 86341]",3.334942122,1035.673753,1101.471226
negative_control,1087,"[34955, 44495, 86876, 94423]",3.33496313,848.5694489,1358.210872
Taldo1,223,"[9940, 39837, 94947, 107235]",3.335160633,787.3901658,1324.659366
negative_control,1864,"[8505, 16066, 55928, 65425]",3.33531026,1019.267771,1161.019395
Uba1,250,"[58972, 69441, 101425, 102854]",3.335418612,705.7908706,1379.702827
negative_control,1268,"[28929, 49153, 67259, 78398]",3.33596427,798.503622,1346.253939
G3bp1,49,"[38498, 56177, 89061, 108292]",3.336261976,733.3613056,1392.638719
Hspd1,64,"[13377, 45463, 77421, 85106]",3.337092353,821.9344043,1362.946957
negative_control,1081,"[27691, 77339, 88578, 99464]",3.337127405,801.9566448,1179.374236
negative_control,499,"[31776, 54952, 73325, 108926]",3.33728884,980.9835741,1202.988241
Hdgf,56,"[24684, 45144, 63664, 106990]",3.337479895,748.5366589,1294.861032
Ywhag,265,"[3215, 26246, 46145, 78106]",3.338071064,730.3472508,1356.976242
Fus,47,"[51330, 71063, 77315, 92328]",3.338998958,795.2902003,1322.961011
negative_control,401,"[2673, 49662, 55732, 85356]",3.339044591,947.4472464,1059.099796
negative_control,1032,"[50960, 81666, 95957, 105942]",3.339211912,1025.358727,1189.865488
Ybx1,263,"[63218, 76911, 102553, 112271]",3.339398084,1000.643742,1076.95118
negative_control,553,"[1804, 69620, 78314, 110243]",3.339399491,783.0406152,1358.973352
negative_control,2022,"[73564, 87330, 94661, 108188]",3.339762019,1059.162541,1091.010203
Slc38a2,209,"[9249, 35212, 57785, 65134]",3.339790124,902.1813633,1095.632504
Cct5,10,"[35712, 72314, 74484, 88945]",3.340412825,1014.604994,1105.966233
Vat1,259,"[20781, 38037, 89787, 104804]",3.341144243,939.1615292,1071.438387
negative_control,654,"[40372, 54380, 61963, 102471]",3.341209502,981.4633495,1203.403358
negative_control,1538,"[7517, 39842, 52443, 84131]",3.341264779,789.1871691,1332.387684
Fus,47,"[51187, 70854, 77217, 92156]",3.34143145,766.0731325,1239.286635
Zfp36l2,270,"[34281, 79269, 81849, 96171]",3.342660733,752.016919,1383.539059
negative_control,1139,"[7516, 59211, 75991, 108406]",3.342872703,788.7697917,1304.876466
Ywhah,266,"[28237, 59861, 76710, 85374]",3.342890706,954.7862237,1084.278088
negative_control,284,"[6722, 25539, 56849, 98659]",3.343100315,927.3438244,1061.453325
Myh9,118,"[37881, 41298, 71707, 107638]",3.3434492,889.4063445,1320.82269
Spp1,214,"[799, 49490, 54076, 65073]",3.344464983,879.3841066,1093.742092
Txn2,248,"[23180, 34027, 87270, 91840]",3.344470458,1029.502542,1162.27115
Fbln2,42,"[2406, 20546, 86938, 107624]",3.344738366,883.8195357,1132.839765
Eif3f,35,"[17303, 71863, 97332, 110871]",3.345192458,927.1389476,1266.060886
negative_control,1001,"[1281, 35655, 64287, 76903]",3.346858291,998.2513439,1173.791587
negative_control,1040,"[50770, 74295, 88085, 97454]",3.346956467,949.600435,1099.973929
Ybx1,263,"[62939, 76513, 102212, 111970]",3.347020109,896.032284,1123.693828
Hspa8,62,"[22138, 56173, 93524, 110052]",3.347930136,733.4853383,1361.308958
negative_control,852,"[5621, 60023, 90959, 106587]",3.348283635,996.3834743,1173.770004
negative_control,957,"[27655, 32166, 56490, 92330]",3.348516542,795.9624087,1368.997244
Spp1,214,"[214, 49000, 53706, 64716]",3.348539383,775.0578178,1158.525044
Prrx1,159,"[2503, 44612, 62959, 86070]",3.349484379,905.6549123,1109.994359
Arpc2,7,"[8088, 15630, 88034, 108767]",3.349676629,914.4464902,1073.477513
Ywhaz,268,"[4311, 67017, 84857, 101532]",3.349941869,743.0686393,1366.185374
negative_control,755,"[19465, 81579, 82799, 104971]",3.350739968,996.906956,1080.741293
negative_control,1271,"[7533, 20019, 46328, 94979]",3.350792814,792.3459364,1200.984148
negative_control,1492,"[45986, 77000, 100385, 104029]",3.350792858,1023.388589,1185.792814
Pkm,144,"[5260, 20676, 90769, 92943]",3.351681659,915.0135391,1232.88228
Dpy19l1,27,"[18221, 46273, 67158, 106173]",3.351851375,780.1838293,1357.29513
Mrpl4,101,"[6521, 53248, 71523, 76363]",3.351871251,851.5679057,1144.25367
Ncl,121,"[15648, 29638, 99981, 107707]",3.35191196,919.0533007,1294.953372
negative_control,1459,"[26702, 32357, 45520, 91536]",3.352390089,840.0568005,1115.833501
negative_control,1634,"[21075, 52884, 89978, 97762]",3.35270514,1002.058539,1136.908403
Hspd1,64,"[14306, 45853, 77878, 85465]",3.352721368,986.2343818,1109.326989
negative_control,898,"[31025, 70358, 77808, 105779]",3.353221689,958.7348417,1098.149844
Idh2,65,"[16839, 59458, 63981, 87857]",3.355712856,833.8947778,1343.522649
negative_control,294,"[3898, 20874, 56927, 73248]",3.355736932,957.7749812,1088.355118
negative_control,1011,"[13671, 27971, 56743, 103730]",3.356048856,862.1004936,1329.533129
negative_control,1093,"[20660, 29597, 57800, 83531]",3.356296672,910.3898424,1218.011871
negative_control,1877,"[29863, 46903, 54328, 66595]",3.357003371,963.4315952,1236.870486
negative_control,1732,"[13725, 76441, 86920, 99825]",3.358224179,873.3228155,1329.009745
negative_control,1903,"[2439, 39184, 46689, 70114]",3.358669971,891.9059366,1095.828546
Prpsap1,156,"[27477, 51133, 68148, 100523]",3.3588904,750.6183319,1376.746789
negative_control,859,"[4911, 55530, 79521, 95253]",3.359145257,837.2065734,1348.211821
Prrc2a,158,"[9840, 45222, 60337, 89161]",3.359700872,767.9982654,1335.006687
negative_control,1355,"[11486, 48966, 70874, 79330]",3.359830866,769.2330679,1251.526352
negative_control,1378,"[6020, 46207, 53645, 90266]",3.360684272,758.0833669,1335.088657
negative_control,1466,"[25307, 42271, 84316, 105489]",3.361363495,845.2280197,1091.707904
negative_control,1067,"[32189, 43037, 65848, 77343]",3.361639531,801.9968605,1300.550544
Hspd1,64,"[14210, 45794, 77827, 85410]",3.361712995,967.7778825,1095.850387
Hspa8,62,"[22378, 56413, 93637, 110249]",3.362089757,784.1362101,1250.408947
Vat1,259,"[20355, 37722, 89534, 104594]",3.362363325,841.2192968,1310.512025
Hspa8,62,"[23215, 57206, 94148, 111277]",3.362669552,1040.520245,1168.201258
Vim,261,"[44127, 67060, 72644, 98131]",3.362679176,754.4458386,1360.007057
Rbm3,182,"[56771, 78678, 86935, 91599]",3.362959402,881.3718912,1103.131933
Ugdh,255,"[7095, 23162, 47681, 67931]",3.36304164,1024.508146,1081.176363
Nap1l1,120,"[38570, 52358, 64641, 83006]",3.363778365,760.2939192,1266.08554
Rarg,179,"[1168, 20942, 75302, 106535]",3.363979296,970.4988808,1023.771404
Uba1,250,"[59061, 69509, 101569, 102880]",3.36511386,754.8108313,1258.264633
negative_control,1858,"[2077, 26588, 45449, 64892]",3.365635886,819.9330579,1123.119055
negative_control,1852,"[22387, 46295, 52422, 63813]",3.365803423,784.9528786,1370.583843
negative_control,2078,"[54946, 76799, 89898, 98787]",3.36630549,975.4455653,1097.676862
Arf1,6,"[29436, 60845, 86927, 98569]",3.366365008,876.7210774,1346.319777
Ybx1,263,"[63186, 76880, 102518, 112244]",3.367653133,992.2571152,1026.569342
Rab7,174,"[4916, 16874, 33439, 42253]",3.368361609,838.8928079,992.6927372
Tubb5,246,"[14366, 64286, 78938, 102544]",3.368380946,998.2892698,1100.277771
Vim,261,"[44091, 67016, 72595, 98089]",3.36883122,742.7831143,1328.713696
Rad21,176,"[16991, 51649, 74085, 103072]",3.368869269,857.7983934,1123.836852
Lmna,77,"[24311, 76869, 87148, 108938]",3.369228,990.2210406,1064.911491
negative_control,988,"[14933, 55343, 72770, 107207]",3.369254365,782.6668876,1150.287337
negative_control,1583,"[11406, 37250, 44124, 79986]",3.369431046,753.8052616,1318.851306
negative_control,1045,"[11884, 45565, 90656, 99780]",3.36998911,856.6124781,1325.815548
negative_control,1897,"[14740, 40613, 98093, 105156]",3.370199735,742.9563237,1337.191489
Pkm,144,"[5454, 20892, 90877, 93147]",3.370506394,960.8980823,1090.133277
Ctbp1,24,"[27365, 61353, 79106, 90110]",3.370872935,1048.478472,1191.065568
negative_control,1111,"[328, 30488, 60464, 83117]",3.37178944,793.8575524,1314.204323
negative_control,1690,"[32169, 58370, 78390, 101827]",3.372134536,797.0332341,1087.353151
negative_control,1505,"[45333, 64783, 80079, 87689]",3.372440123,790.8441984,1195.794522
Hdgf,56,"[26040, 46045, 64419, 108151]",3.372474979,1045.091226,1105.436169
Trp53,242,"[69161, 88895, 102489, 111098]",3.372945148,985.3995159,1087.272377
Ube2m,252,"[4334, 24692, 79977, 93545]",3.373295376,749.5611944,1320.636689
Hspa8,62,"[23016, 57031, 94064, 111130]",3.37335641,994.293797,1188.733451
Malat1,83,"[12087, 17427, 46877, 66564]",3.373839093,955.0196126,1075.19689
Uba1,250,"[59014, 69474, 101516, 102867]",3.373920166,738.6236289,1369.527474
negative_control,875,"[47840, 78224, 85705, 107071]",3.373955272,762.3683952,1252.093921
Rcc2,183,"[21102, 42665, 55900, 94581]",3.374159466,1010.080737,1132.343807
negative_control,403,"[9404, 15981, 67826, 73377]",3.374674437,999.1406856,1101.974566
Prpsap1,156,"[28275, 51994, 69072, 101166]",3.374756413,964.580837,1042.078955
Polr2e,148,"[17991, 40563, 64547, 80809]",3.374775788,726.7929802,1402.625285
Ergic1,41,"[21599, 41190, 69980, 99768]",3.374947669,853.3800868,1306.873532
Fus,47,"[51586, 71450, 77496, 92650]",3.375247893,841.8779558,1093.069278
Dpy19l1,27,"[18979, 46695, 67567, 106435]",3.375534472,894.4357056,1134.826017
negative_control,388,"[35993, 83043, 101682, 111498]",3.375665442,773.6154668,1353.01932
St13,220,"[32607, 42475, 54889, 61883]",3.3760355,938.4436455,1077.634606
Rnf11,185,"[34431, 60385, 89204, 105231]",3.376166753,779.694377,1107.879868
negative_control,792,"[3391, 42064, 72803, 111587]",3.376623717,790.0462939,1125.652749
Actn4,3,"[11309, 23340, 58148, 61421]",3.376634705,730.6770856,1388.294153
Rpl18a,187,"[27585, 30429, 47908, 96377]",3.376838986,781.7846899,1307.682937
Tsc22d1,244,"[14515, 23184, 35772, 62096]",3.377440959,1030.951405,1159.403063
Ncl,121,"[14637, 28525, 99080, 106797]",3.377963199,652.8929109,1364.669882
Sat1,200,"[18035, 37226, 83965, 96140]",3.378978593,744.2083092,1381.237741
Vim,261,"[44259, 67186, 72791, 98252]",3.379000452,786.5079173,1360.406116
Nedd4,126,"[6118, 24916, 38660, 47903]",3.379704707,781.7534323,1081.681279
Idh2,65,"[16295, 59037, 63666, 87483]",3.37971386,748.9130388,1313.924953
Vim,261,"[44928, 67936, 73487, 98963]",3.379954557,1026.097718,1172.250653
Rpl18a,187,"[27470, 30315, 47805, 96156]",3.379971971,748.6861196,1362.786095
Spp1,214,"[335, 49136, 53776, 64798]",3.380273637,794.8377341,1194.136082
negative_control,298,"[3012, 23139, 44907, 73468]",3.380520917,1019.668319,1172.82085
negative_control,1286,"[33869, 76886, 93290, 103225]",3.380648039,993.8038953,1090.765568
Eef1g,28,"[5243, 26944, 39230, 62970]",3.380827498,910.4259798,1100.027843
Stt3a,222,"[55611, 65063, 85222, 105562]",3.381033251,874.7172917,1096.134888
Rpl15,186,"[48772, 55147, 100489, 106911]",3.381077044,729.3529292,1381.210728
Gsto1,54,"[38793, 82091, 95067, 106252]",3.381097449,805.4811894,1033.6951
Rad21,176,"[17091, 51722, 74129, 103088]",3.381599606,880.2424277,1079.18984
Rpl15,186,"[48695, 55100, 100467, 106815]",3.381800727,681.3763106,1420.203185
negative_control,1680,"[32020, 61488, 100542, 107030]",3.382856398,756.9800015,1311.307898
