gene,gene_number,cpath,cost,x,y
negative_control,1775,"[85, 37214, 73637, 90223]",3.199166986,741.4131303,1347.802036
negative_control,447,"[24455, 62127, 75470, 88384]",3.1996066,1050.536649,1140.973881
negative_control,1699,"[5933, 30277, 89044, 103329]",3.199988696,725.8066791,1333.545438
negative_control,2007,"[55662, 76525, 88017, 106445]",3.200303327,900.9303418,1074.123403
negative_control,356,"[26450, 59235, 80081, 111595]",3.200981887,791.6154328,1259.823507
negative_control,1140,"[7376, 58245, 72687, 92141]",3.201465151,762.9549309,1350.921411
negative_control,1701,"[222, 19898, 62465, 87605]",3.201752903,775.482605,1304.900779
Rps15a,191,"[27666, 54701, 81074, 106226]",3.201948809,797.2750757,1195.060954
negative_control,1367,"[32014, 47254, 94243, 109096]",3.202356109,754.1418889,1386.56358
Oaf,133,"[22106, 58985, 61397, 79199]",3.20240283,717.5276634,1373.685089
Prmt1,153,"[34513, 62552, 99381, 110291]",3.203106232,789.4951437,1241.986318
negative_control,418,"[42413, 53344, 67595, 108756]",3.203441457,907.0942308,1130.512413
Sf3b2,205,"[41717, 58814, 78992, 88274]",3.204143617,1010.965917,1094.063547
Uqcrq,257,"[8428, 21983, 44823, 64287]",3.204669512,998.4057159,1174.283267
negative_control,2018,"[58638, 61877, 87016, 107747]",3.204771012,935.4127027,1099.895208
negative_control,613,"[5636, 17653, 60038, 102546]",3.204843005,999.013637,1087.976757
negative_control,892,"[9163, 20429, 78628, 84337]",3.20528461,853.3381201,1054.811725
negative_control,788,"[34175, 68076, 72511, 101423]",3.205571857,704.8937959,1389.482473
negative_control,711,"[37010, 44838, 98871, 104982]",3.205603153,1001.476666,1110.250475
negative_control,898,"[31059, 70432, 77849, 105836]",3.205640684,974.5547601,1086.169505
Psap,160,"[26720, 64963, 74956, 109441]",3.20575823,842.0832317,1118.079473
negative_control,1958,"[5962, 22163, 37206, 59017]",3.206174622,740.6668139,1315.621399
negative_control,1379,"[27324, 33998, 79035, 109008]",3.206507363,1022.073528,1116.833157
Zfp36l1,269,"[233, 16436, 51241, 70937]",3.206545829,778.4868295,1305.097302
negative_control,1241,"[6030, 23406, 64652, 78221]",3.206917922,761.151722,1307.213466
Got2,51,"[8195, 35414, 89803, 93070]",3.208377775,945.5061197,1226.106761
negative_control,1136,"[7694, 64895, 81165, 106292]",3.208700472,820.7724843,1337.549704
Tubb5,246,"[13833, 64086, 78704, 102208]",3.209025336,894.5033547,1082.802919
negative_control,1270,"[3918, 35519, 63096, 87079]",3.209036587,966.8664027,1086.156561
negative_control,1768,"[33425, 46529, 67404, 87871]",3.209288878,836.5841942,1127.331329
Rpl15,186,"[49065, 55343, 100625, 107207]",3.20932566,782.9878841,1149.810429
Hspa8,62,"[22686, 56723, 93838, 110639]",3.20977585,853.9816844,1044.966388
Ncl,121,"[14834, 28721, 99240, 107098]",3.209884143,765.5441719,965.0363948
negative_control,1236,"[7814, 31573, 49358, 86863]",3.209930715,841.6223037,1124.351498
Sfpq,206,"[31936, 54519, 74551, 86386]",3.21061055,694.8255969,1385.318394
Pkm,144,"[5728, 21159, 91037, 93406]",3.211977308,1022.525614,1115.382566
Hnrnpk,59,"[9737, 28614, 46158, 79232]",3.212019323,737.5352924,1365.211273
Txn2,248,"[23121, 33968, 87232, 91801]",3.21245694,1015.62702,1209.113057
Got2,51,"[7311, 34244, 89078, 92057]",3.212874174,742.2788527,1284.739295
Hspd1,64,"[14496, 45999, 77968, 85550]",3.213108924,1026.045001,1184.620089
Gpi1,52,"[18996, 57780, 70134, 97196]",3.213456273,899.3819878,1153.621685
negative_control,1938,"[2816, 31064, 48486, 54946]",3.213587024,974.705667,1097.254007
Ywhah,266,"[28431, 60092, 76983, 85533]",3.213779919,1018.330162,1108.726569
negative_control,1521,"[11298, 61414, 89043, 96096]",3.213807281,726.0787344,1364.639217
Psap,160,"[27356, 65470, 75461, 109964]",3.214156259,1042.305134,1181.746793
Rcc2,183,"[21122, 42671, 55912, 94591]",3.214306425,1013.408858,1175.020231
negative_control,2084,"[64545, 79213, 89041, 99129]",3.214761945,725.2806565,1388.985489
Lmna,77,"[24411, 76995, 87248, 109007]",3.214827336,1021.539972,1136.155986
Pdia3,140,"[12677, 24541, 69437, 100470]",3.214940595,701.1956537,1392.638298
negative_control,1636,"[19941, 57458, 77261, 101736]",3.21544925,782.3442043,1349.474915
negative_control,2085,"[55254, 70833, 89147, 100562]",3.216004879,764.1573203,1328.93754
Hspd1,64,"[14491, 45999, 77968, 85550]",3.216112496,1025.719801,1184.226905
Rpl15,186,"[49820, 55849, 101241, 107928]",3.216145911,994.7825029,1080.883288
Ssrp1,219,"[32619, 75626, 97422, 104812]",3.216295743,943.7849515,1091.612132
negative_control,1091,"[24242, 35534, 81493, 95753]",3.21645678,968.6658732,1097.952102
negative_control,805,"[10961, 25728, 59979, 107887]",3.216748801,984.4988502,1055.864194
Psmd8,166,"[3081, 55986, 69364, 94153]",3.216873784,1043.69753,1133.906707
U2af2,249,"[8444, 31125, 60053, 70534]",3.216983324,1003.079223,1120.008881
Msn,112,"[25898, 33981, 88292, 108041]",3.21708101,1018.113324,1110.209564
negative_control,2018,"[58610, 61851, 86986, 107693]",3.217144631,913.9006591,1108.345074
Nedd4,126,"[6673, 25492, 39210, 48318]",3.217373321,904.4332072,1113.25657
Msn,112,"[24611, 32961, 87433, 106912]",3.218188973,730.1016123,1328.848532
negative_control,1827,"[15887, 40363, 46951, 61956]",3.21830016,977.8120503,1208.437646
Tcp1,227,"[19822, 39759, 62375, 98158]",3.218641749,759.2407889,1240.108944
Vim,261,"[44855, 67852, 73407, 98886]",3.218837708,1004.632604,1103.367441
Ckap4,14,"[17097, 36561, 46657, 102175]",3.2189456,880.6188638,1117.429241
Ubxn1,253,"[25835, 31822, 58804, 80668]",3.219094046,1006.282815,1199.750388
Lmna,77,"[23485, 75949, 86623, 108386]",3.219231598,781.7064138,1376.695198
Ckap4,14,"[17754, 37066, 47084, 102652]",3.219374989,1020.129139,1174.989718
Arf1,6,"[29360, 60789, 86901, 98533]",3.219462842,858.2747767,1101.551443
Ppp2r1a,151,"[34556, 40890, 77321, 85814]",3.219970981,796.6154622,1373.884226
Vim,261,"[44986, 68009, 73545, 99037]",3.219979524,1051.773621,1076.873927
negative_control,585,"[12329, 50935, 52183, 112320]",3.220287613,1014.988117,1095.848221
negative_control,284,"[6349, 25176, 56600, 98390]",3.220747114,820.1296789,1065.181522
G3bp1,49,"[38564, 56268, 89130, 108328]",3.22077659,759.271858,1332.226005
Ppp2r1a,151,"[34601, 40929, 77348, 85839]",3.220816586,802.6275493,1165.647871
Rps15a,191,"[28296, 54942, 81510, 106541]",3.220962483,972.6032313,1226.7862
Eif4g2,38,"[26406, 33188, 56414, 90366]",3.221338364,783.5979268,1167.850169
negative_control,1316,"[24773, 64644, 75505, 101616]",3.222473312,761.3660628,1349.035688
Mrps18b,106,"[38324, 52193, 66806, 100367]",3.223455575,1018.851568,1209.207094
Sfpq,206,"[31972, 54557, 74577, 86466]",3.223788803,736.5433739,1357.67166
Timp2,229,"[31667, 62949, 88016, 102229]",3.224422076,900.5290474,1303.430358
Hdgf,56,"[25290, 45525, 64000, 107508]",3.224453605,841.0175598,1012.280638
Nr2f2,129,"[25792, 44825, 81581, 88211]",3.224478569,997.9268221,1141.200876
Ergic1,41,"[21778, 41387, 70201, 99985]",3.224965031,918.9029563,1261.128024
Pkm,144,"[5641, 21073, 90972, 93324]",3.22507275,1000.783364,1027.70673
Myc,117,"[2993, 22008, 31153, 105923]",3.225400199,1013.304947,1132.949881
Srm,216,"[17842, 54486, 75468, 95999]",3.225661717,1049.066751,1172.115098
Sec13,204,"[50267, 64627, 98144, 107042]",3.225812695,757.095652,1296.253149
Igfbp6,68,"[8957, 18280, 73785, 99374]",3.226374019,788.4874154,1186.922355
negative_control,1991,"[53755, 69647, 80076, 104328]",3.226835208,788.7684915,1146.975437
negative_control,1163,"[39632, 55969, 99001, 104053]",3.227185983,1034.80382,1099.651033
Malat1,83,"[11220, 16187, 46107, 65519]",3.227341054,650.7769149,1468.822969
negative_control,1710,"[16379, 58262, 65662, 94265]",3.228181596,767.2967574,1355.40344
negative_control,830,"[7341, 19791, 59046, 85675]",3.228867274,751.3945886,1327.413655
Nedd4,126,"[6416, 25246, 38969, 48101]",3.228911805,833.376614,1337.714643
Lmna,77,"[23397, 75827, 86534, 108325]",3.228924799,756.153058,1326.0905
negative_control,1548,"[3218, 19731, 45091, 109073]",3.229258635,732.3212625,1384.270139
Txn2,248,"[22563, 33376, 86794, 91486]",3.22940787,820.1472862,1383.447
negative_control,1558,"[9046, 23695, 55468, 109317]",3.229482189,815.0037647,1132.725739
negative_control,2073,"[54084, 62910, 86935, 97123]",3.229988465,881.5068249,1102.59303
Junb,71,"[19820, 33054, 50278, 105184]",3.230343241,758.8820561,1349.467829
negative_control,847,"[25432, 45623, 79601, 95450]",3.23054518,883.7881773,1115.026184
Timp2,229,"[31888, 63394, 88369, 102747]",3.231143016,1042.12629,1188.811157
negative_control,1880,"[15099, 38805, 56548, 67300]",3.231168684,807.3300036,1349.931818
negative_control,1984,"[64858, 72907, 92450, 103607]",3.231647287,811.9342914,1159.492408
Pkm,144,"[4563, 19986, 90396, 92281]",3.231948946,789.7897182,1354.220227
Emp1,39,"[4307, 22163, 45111, 83956]",3.231992727,741.1813853,1315.926625
Vat1,259,"[20710, 37980, 89748, 104768]",3.232175977,922.8086252,1131.954173
Kars,72,"[47076, 81645, 83820, 100356]",3.233037737,1017.260476,1175.004056
Mta1,113,"[57493, 67234, 78379, 107286]",3.233194508,794.649389,1366.365024
negative_control,1380,"[34793, 48066, 74886, 92537]",3.233268198,824.0437136,1339.968494
negative_control,1339,"[42780, 84831, 96094, 104134]",3.233405329,723.9228489,1351.500525
Fbln2,42,"[1630, 19783, 86511, 106994]",3.233865404,750.2454393,1368.296944
Pdia4,141,"[33833, 47611, 73326, 107878]",3.233887632,982.8968342,1109.717463
Tubb5,246,"[14144, 64176, 78810, 102366]",3.233912776,954.8779493,1066.429687
negative_control,1505,"[45681, 65149, 80426, 88035]",3.234313289,914.1588838,1090.01303
negative_control,1498,"[45513, 53939, 81211, 109418]",3.234314004,836.8485343,1127.132427
Ppp2r1a,151,"[35073, 41243, 77589, 86014]",3.234784816,874.9640084,1204.36514
negative_control,1421,"[30129, 55032, 81655, 100375]",3.234965918,1020.533344,1117.737112
negative_control,1768,"[33009, 46180, 67041, 87483]",3.235338727,748.548289,1314.33424
negative_control,1313,"[25701, 53465, 61954, 95789]",3.235412617,977.353422,1100.886522
Psap,160,"[27155, 65272, 75300, 109816]",3.236006168,971.3346533,1105.586356
Emp1,39,"[5314, 22841, 45707, 84470]",3.236419438,931.7329714,1098.833518
Spp1,214,"[1059, 49643, 54262, 65198]",3.236784496,941.3097283,1261.381143
Psmd4,164,"[41793, 80702, 85557, 95970]",3.236796172,1030.425142,1099.33548
Timp2,229,"[31755, 63115, 88135, 102427]",3.236948954,971.1939385,1184.082367
negative_control,1139,"[8034, 59697, 76532, 108741]",3.237099672,902.2103212,1100.982056
Lmna,77,"[23417, 75858, 86567, 108341]",3.237566481,765.0783168,1325.673923
negative_control,354,"[26448, 54682, 101789, 109206]",3.237661036,790.5740389,1187.548859
negative_control,1756,"[19878, 35992, 84925, 99286]",3.23773262,772.9510017,1265.726473
Tubb5,246,"[12953, 63775, 78288, 101692]",3.237874492,776.4908161,1333.298445
Gpi1,52,"[18747, 57676, 69946, 96925]",3.238094464,845.9187963,1076.59833
negative_control,604,"[1072, 25583, 41471, 102332]",3.239125467,944.974169,1137.266909
negative_control,528,"[33995, 41759, 62077, 74500]",3.239480076,1021.402077,1151.654942
Got2,51,"[7868, 34987, 89584, 92717]",3.239497509,855.0743347,1148.108044
Ybx1,263,"[63229, 76913, 102563, 112274]",3.239571625,1001.695272,1187.985235
Myh9,118,"[37435, 40855, 71040, 107261]",3.239586212,791.4869924,1333.836539
negative_control,992,"[15140, 64859, 93733, 111697]",3.239753363,812.0244927,1350.235655
negative_control,1149,"[7670, 57566, 60585, 77395]",3.240042486,815.6097243,1273.479728
Il1rl1,69,"[12029, 25557, 95638, 109701]",3.240975187,934.3628251,1120.383884
Mbd3,84,"[19663, 54499, 66900, 86365]",3.242557961,1080.840256,1137.575617
negative_control,273,"[5453, 28259, 44716, 98745]",3.242841161,960.298068,1125.317341
Eif4b,37,"[9336, 33764, 48452, 78833]",3.243335135,964.3680029,1235.328442
Arf1,6,"[29876, 61126, 87075, 98754]",3.243733749,964.9768854,1107.084233
Tpi1,237,"[9466, 76988, 95934, 111220]",3.243927213,1018.812313,1104.651365
Vat1,259,"[20034, 37447, 89287, 104363]",3.24413804,794.2380197,1075.244132
negative_control,938,"[6903, 59956, 69143, 89907]",3.244309371,980.0415939,1121.854533
Eef1g,28,"[5467, 27132, 39408, 63087]",3.244788314,965.1248244,1081.125075
Lmna,77,"[23535, 76000, 86676, 108419]",3.245253926,790.9699102,1157.840189
Vim,261,"[44689, 67672, 73230, 98709]",3.245536655,948.325367,1126.363682
negative_control,1843,"[24378, 32804, 49880, 63272]",3.245792996,1009.396474,1105.00536
Stip1,221,"[14935, 31431, 73762, 103514]",3.245843621,783.3027737,1256.180643
Tapbp,224,"[3593, 27866, 100863, 111807]",3.246178965,837.1669356,1291.462012
Xdh,262,"[42907, 68275, 80040, 99308]",3.246663619,777.8650706,1261.594885
Ppp2r1a,151,"[34556, 40890, 77321, 85818]",3.247139544,796.8991766,1373.440951
negative_control,403,"[9113, 15327, 67413, 73002]",3.247153031,839.1141209,1362.46414
Tnk2,234,"[8703, 40528, 53587, 93500]",3.247565513,707.2828382,1401.743878
Prrx1,159,"[2892, 44800, 63185, 86254]",3.247658661,991.273854,1079.470704
negative_control,1707,"[17493, 82707, 102415, 107834]",3.247935715,968.2317893,1164.395947
H1f0,55,"[38805, 45412, 67300, 101880]",3.248077863,807.9984719,1349.618322
negative_control,2014,"[54605, 70804, 94804, 107039]",3.248297909,756.9698165,1354.102388
negative_control,1746,"[11576, 26410, 86641, 101746]",3.249125344,784.905609,1370.015571
negative_control,1780,"[2673, 45744, 58663, 94491]",3.249179466,947.693883,1058.986492
negative_control,373,"[11719, 21457, 67319, 98365]",3.249184648,813.2219423,1142.850179
Eif3f,35,"[17769, 72350, 97855, 111233]",3.249472024,1024.072152,1144.76603
negative_control,1756,"[20964, 36927, 85433, 100199]",3.249555702,976.4822733,1218.599522
Stt3a,222,"[55811, 65298, 85451, 105853]",3.249675765,980.9537338,1223.55998
Prrx1,159,"[1986, 44350, 62648, 85856]",3.249747131,806.6874844,1146.2915
negative_control,738,"[46420, 53151, 61674, 74828]",3.25009359,811.842602,1182.279417
negative_control,1946,"[6198, 33258, 49135, 56486]",3.250144706,795.3032498,1354.746954
Ptbp1,167,"[17228, 35251, 54170, 82505]",3.250213772,910.8551984,1069.161024
Nedd4,126,"[6356, 25183, 38882, 48058]",3.250313475,821.1344165,1101.709808
Sdc4,202,"[28473, 34063, 47707, 55066]",3.250497451,1041.549452,1135.630362
Ywhaz,268,"[5338, 67643, 85336, 102306]",3.250703114,936.6665172,1070.813022
negative_control,1522,"[11836, 54792, 62808, 99723]",3.250766876,844.0368599,1356.021713
Cops7a,17,"[1428, 39668, 69383, 96012]",3.251682295,1055.647324,1155.64251
Vat1,259,"[19756, 37213, 89075, 104168]",3.252382213,742.1524112,1386.488326
Ptgs1,169,"[37527, 44352, 59326, 63887]",3.252417059,807.468382,1349.98849
Rnf11,185,"[35358, 61019, 89775, 105708]",3.252631281,934.7520001,1182.614178
Myh9,118,"[37493, 40923, 71126, 107319]",3.25275618,801.3349352,1217.686303
Ndufs8,123,"[28657, 57379, 92089, 111415]",3.253011367,750.5308725,1371.818142
negative_control,1613,"[23133, 40459, 47667, 100368]",3.253586097,1018.671414,1129.944179
negative_control,1934,"[3013, 27321, 30132, 54459]",3.253841233,1019.916738,1110.23388
negative_control,2011,"[67773, 79753, 95810, 106556]",3.254414342,982.0412898,1176.207608
Mrfap1,89,"[22473, 68403, 72855, 86716]",3.25479164,799.5177641,1341.874865
Eef1g,28,"[5719, 27322, 39596, 63313]",3.255466154,1020.06376,1075.415633
Prrx1,159,"[2106, 44421, 62726, 85909]",3.256086222,824.723746,1013.462036
negative_control,1936,"[14508, 17789, 44945, 54472]",3.256191939,1030.038141,1195.706357
negative_control,1616,"[5330, 50740, 76633, 107747]",3.2562809,935.2471015,1101.078633
negative_control,1268,"[30129, 49922, 67915, 79028]",3.256330533,1020.429173,1118.91209
negative_control,2042,"[76252, 88654, 100828, 109386]",3.256496394,829.5710838,1134.018442
negative_control,1714,"[17540, 52845, 73308, 84548]",3.256910369,976.1521263,1123.675288
Ybx1,263,"[62649, 76092, 101876, 111663]",3.257037488,807.1464721,1070.650115
Ltbp3,80,"[812, 17113, 76476, 100989]",3.257311709,883.9778789,1107.179257
Ssr2,217,"[37232, 45136, 79254, 83968]",3.257920898,747.3851089,1387.428906
Prrc2a,158,"[10899, 45812, 61155, 89886]",3.259211349,971.9549338,1226.917037
negative_control,711,"[35882, 44090, 98096, 104171]",3.259594615,743.4060983,1374.677164
Eef1g,28,"[5662, 27283, 39554, 63252]",3.260623535,1004.401487,1217.675063
negative_control,1328,"[14428, 23101, 55018, 78992]",3.260672875,1011.152155,1093.630116
Sf3b2,205,"[40819, 58322, 78327, 87659]",3.260826451,785.9337653,1097.125107
Got2,51,"[8219, 35450, 89821, 93102]",3.261209946,951.3146645,1161.740414
negative_control,1160,"[20920, 45794, 63094, 77827]",3.261462255,967.2293716,1095.827382
Mdh2,85,"[35985, 61534, 74668, 99269]",3.261722768,770.4652056,1175.793398
Hspa8,62,"[22128, 56167, 93518, 110042]",3.262654181,729.0118676,1381.495357
Eef1g,28,"[5799, 27356, 39649, 63398]",3.262801582,1042.899759,1182.778157
Sfpq,206,"[32035, 54616, 74631, 86559]",3.262820193,762.7683006,1353.396792
Clta,15,"[47710, 55071, 69364, 109965]",3.262910665,1044.406923,1133.364881
Lrrc59,79,"[38074, 76690, 85360, 112115]",3.263061346,950.086965,1119.714869
Morf4l2,88,"[11665, 27687, 55419, 96546]",3.263179006,800.8428983,1132.898994
Vim,261,"[44037, 66964, 72539, 98032]",3.263491013,721.159822,1363.71724
Actn4,3,"[12328, 24389, 58823, 62056]",3.264085243,1013.458783,1092.245483
negative_control,1068,"[12949, 33144, 67134, 77236]",3.264252877,774.4022822,1364.786192
negative_control,1469,"[36330, 43208, 78521, 85124]",3.265004251,827.2718824,1338.380671
G3bp1,49,"[39436, 56954, 89878, 108891]",3.265301366,969.9732152,1098.579021
Rab7,174,"[4234, 16225, 32926, 41889]",3.265365313,713.1643287,1353.567899
Ppp2r1a,151,"[34876, 41104, 77466, 85935]",3.26615427,834.4027758,1304.062118
Lmna,77,"[23500, 75957, 86636, 108392]",3.266402437,783.7472877,1104.39981
Myh9,118,"[37738, 41149, 71489, 107520]",3.26656603,845.1556806,1061.697434
Fus,47,"[51843, 71844, 77701, 92966]",3.266886941,921.9099442,1055.270866
Hnrnpul1,60,"[39972, 46449, 55475, 83218]",3.266963962,817.1479912,1345.258633
Grina,53,"[53187, 74889, 82198, 92553]",3.267245213,825.9543687,1157.202434
Spp1,214,"[147, 48912, 53652, 64646]",3.267282848,760.1355209,960.8451878
Mrpl28,97,"[43007, 67250, 91414, 105306]",3.267424721,796.7798437,1180.136567
Spp1,214,"[1301, 49851, 54428, 65366]",3.267505026,1002.498967,1161.765893
Vat1,259,"[20011, 37430, 89275, 104351]",3.267558867,791.8532222,999.0418118
Ywhaz,268,"[4273, 66985, 84842, 101491]",3.267998516,731.4356561,1367.342519
negative_control,1053,"[9096, 49311, 67397, 100841]",3.268135938,832.8211411,1102.695938
Vim,261,"[44090, 67020, 72596, 98096]",3.26871737,743.4773689,1374.013178
Igfbp6,68,"[9113, 18697, 74031, 99690]",3.268783869,839.0361669,1362.381749
Myc,117,"[1719, 21300, 30378, 105201]",3.268839533,767.8994554,1328.624865
Ptgs1,169,"[37321, 44202, 59119, 63754]",3.270345947,771.3765307,1179.47073
Maged1,82,"[58223, 73677, 85694, 103417]",3.270403758,758.4299402,1261.303892
Rrp1,198,"[15524, 40155, 57748, 79603]",3.270715354,885.5392241,1082.032348
Npc2,128,"[13063, 19967, 99370, 105264]",3.270983752,787.4441245,1299.312832
Ywhah,266,"[27491, 59055, 75815, 84876]",3.27117527,753.9983114,1306.374628
negative_control,1492,"[45875, 76885, 100262, 103951]",3.271222423,993.3655499,1156.969793
Msn,112,"[26004, 34050, 88355, 108125]",3.271229102,1037.340197,1130.584271
negative_control,955,"[12934, 38616, 54636, 92170]",3.271398835,771.6610304,1276.300786
negative_control,657,"[39936, 61669, 78439, 86752]",3.271442535,809.5132355,1114.233906
negative_control,1942,"[3879, 25602, 36799, 55739]",3.271600747,950.3611378,1127.386822
negative_control,1312,"[25737, 54390, 88177, 91734]",3.272152908,985.7117272,1165.790376
negative_control,1361,"[19378, 48489, 58719, 79744]",3.272375004,977.418937,1234.252747
Jun,70,"[23561, 64799, 84162, 107297]",3.272477438,796.3599126,1215.97154
negative_control,991,"[15317, 81211, 91528, 109418]",3.272554706,836.7284781,1127.352699
Zfp36l1,269,"[1077, 17394, 51934, 71977]",3.272687525,947.956948,1168.982353
Maged1,82,"[58668, 74299, 86168, 103856]",3.273364067,952.1032618,1094.43186
negative_control,499,"[31762, 54943, 73298, 108906]",3.273491582,973.5311975,1102.38277
Mrpl37,99,"[40070, 66104, 80266, 92663]",3.274166384,845.9308876,1212.58006
negative_control,574,"[44745, 65278, 84540, 97592]",3.274372928,972.9909042,1056.621013
H1f0,55,"[39570, 45944, 67876, 102608]",3.27519196,1010.907235,1191.39489
negative_control,1630,"[19841, 78232, 94259, 111462]",3.276014307,764.7949247,1330.180932
Trps1,243,"[28093, 32527, 42407, 83512]",3.276107079,904.6537074,1183.872156
negative_control,658,"[40500, 60168, 68018, 75475]",3.276312334,1057.771138,1161.340126
negative_control,1272,"[6687, 26948, 36671, 95544]",3.27634668,910.9895818,1298.32262
negative_control,2022,"[72948, 86806, 94376, 107423]",3.276409451,822.9345777,1141.533806
H1f0,55,"[39528, 45889, 67824, 102538]",3.276794423,997.6432116,1188.801377
Rpl18a,187,"[27736, 30571, 48013, 96634]",3.27700973,810.9416719,1009.309852
Vim,261,"[44166, 67097, 72679, 98170]",3.277585074,761.0355584,1306.614549
Lrrc59,79,"[37140, 75705, 84815, 111339]",3.277728039,697.6311292,1403.229254
Rpl15,186,"[49748, 55799, 101194, 107859]",3.277944566,975.4689446,1102.411856
Mdh2,85,"[35993, 61546, 74679, 99281]",3.278090288,773.4162068,1353.271671
Ran,178,"[33605, 43477, 79621, 101014]",3.278225901,898.3489852,1125.658768
Tpi1,237,"[8877, 75885, 94857, 110183]",3.278689418,770.7471209,1370.443527
Malat1,83,"[11685, 16633, 46394, 65863]",3.278785137,805.0034203,1128.425325
negative_control,941,"[16291, 38527, 82973, 94230]",3.278888701,746.6112022,1379.937783
U2af2,249,"[8530, 31184, 60118, 70589]",3.279313758,1028.353154,1096.818533
Eef1g,28,"[4425, 26347, 38604, 62430]",3.27933102,769.1613531,1382.308627
negative_control,1074,"[27635, 85798, 96441, 109201]",3.279466888,789.7554112,1146.889336
Hspa8,62,"[23199, 57193, 94137, 111263]",3.27982549,1034.728843,1079.681516
Sec13,204,"[50978, 65456, 98991, 108105]",3.280308833,1032.462767,1193.538681
Ncl,121,"[14739, 28633, 99161, 106960]",3.280982024,742.8266562,1317.147368
Tnfrsf1a,233,"[44266, 56435, 81032, 101775]",3.28119046,788.3103895,1204.97645
Mtap,114,"[9039, 45431, 81143, 92459]",3.281287908,813.8864096,1348.617961
Eef1g,28,"[5656, 27282, 39551, 63241]",3.281972609,1003.479085,1108.776816
Msn,112,"[24941, 33196, 87656, 107223]",3.282168441,785.0135568,1367.749237
Myh9,118,"[37419, 40847, 71024, 107252]",3.282444132,789.9198858,1064.194622
Vim,261,"[44059, 66981, 72559, 98051]",3.282874055,730.7072119,1373.725573
Psmd2,163,"[1657, 34297, 55229, 110124]",3.282998288,755.5692071,1324.328133
Hdgf,56,"[26113, 46084, 64457, 108211]",3.283076861,1072.877522,1086.881714
negative_control,497,"[31366, 68195, 79997, 107065]",3.283652539,761.287484,1371.185418
negative_control,526,"[11039, 31122, 75400, 94565]",3.283798075,1002.046345,1153.46331
negative_control,393,"[35853, 54542, 68099, 98036]",3.283879753,723.9461701,1383.865232
Mbd3,84,"[18101, 53648, 65635, 85697]",3.28404181,759.2575066,1328.365386
Ctbp1,24,"[26306, 60307, 78206, 89129]",3.284243864,757.9985729,1241.433786
Timp2,229,"[31601, 62841, 87933, 102107]",3.285238706,854.3589055,1060.81178
negative_control,2046,"[57981, 63206, 89964, 111141]",3.285531288,996.6460835,1204.5433
Nap1l1,120,"[38983, 52586, 64948, 83301]",3.285591356,837.3090843,988.7692185
Uqcrc1,256,"[39640, 61338, 79085, 94634]",3.285918454,1039.136569,1101.571084
negative_control,708,"[28421, 30113, 53533, 75424]",3.286893157,1016.343133,1163.200141
Eef1g,28,"[4759, 26556, 38856, 62679]",3.287009488,814.483846,1029.279165
negative_control,1455,"[21300, 30378, 58261, 91317]",3.287603187,767.7273112,1327.969633
Ybx1,263,"[63447, 77077, 102806, 112395]",3.2877797,1064.16364,1131.781717
Sae1,199,"[36337, 45486, 65994, 109373]",3.287948062,826.7552572,1341.846606
Prpsap1,156,"[27983, 51675, 68770, 100956]",3.288038475,868.1348625,1089.377771
Actn4,3,"[11962, 24018, 58587, 61830]",3.28833997,897.0193933,1137.754055
Npc2,128,"[13332, 20190, 99546, 105377]",3.288810538,815.8849206,1317.276456
Cnn2,16,"[11361, 50216, 69479, 101530]",3.288942766,742.5498003,1318.530556
Nr2f2,129,"[25155, 44387, 81154, 87793]",3.288979195,816.7319447,1139.771363
Rbbp7,181,"[56451, 77303, 99392, 106203]",3.289089977,790.9977984,1258.530119
Vim,261,"[44678, 67658, 73217, 98698]",3.289415793,944.6841726,1133.239983
Vim,261,"[44136, 67066, 72655, 98136]",3.289630898,755.5904617,1397.997086
Lamp2,75,"[16681, 39956, 60575, 88610]",3.290742252,813.004087,1252.698214
Aebp1,4,"[1829, 28844, 42949, 83088]",3.290846762,786.1967844,1316.576687
negative_control,1080,"[27517, 69544, 75870, 98187]",3.291606488,766.731243,1273.166957
Mrfap1,89,"[23154, 69310, 73484, 87257]",3.291790919,1024.014876,1170.618722
Ctbp1,24,"[27275, 61253, 78957, 89976]",3.292430198,1001.771336,1066.741455
negative_control,2085,"[55131, 70679, 89026, 100476]",3.292486338,717.6894613,1371.065069
negative_control,298,"[1848, 22412, 44271, 72803]",3.293112691,789.4157647,1125.558674
negative_control,1666,"[3889, 33726, 61906, 94496]",3.293123373,953.7271415,1116.013031
Rpl4,189,"[3259, 68143, 83970, 92075]",3.293588519,747.5306691,1283.056395
Trps1,243,"[28020, 32478, 42347, 83445]",3.29385252,881.0449283,1082.266512
Fbln2,42,"[2726, 20870, 87060, 107809]",3.293983951,957.3549394,1125.99914
Sat1,200,"[18118, 37286, 84023, 96238]",3.294139243,762.6074775,1351.37546
negative_control,1889,"[1061, 28197, 48388, 68981]",3.295544856,941.4830853,1079.425899
Aebp1,4,"[2530, 29610, 43535, 83541]",3.295881191,912.8989764,1096.678091
Mrpl44,104,"[32781, 47023, 53504, 94081]",3.296220038,1000.132239,1157.866094
Tbrg1,225,"[80620, 90939, 94056, 112239]",3.296352698,988.8970493,1037.970042
Eef1g,28,"[5626, 27260, 39530, 63204]",3.296880791,997.6577529,1022.084716
Prrc2a,158,"[11097, 45963, 61290, 90036]",3.297030666,1017.959206,1134.673796
