gene,gene_number,cpath,cost,x,y,z,cellid,cc,cc_size,pos,cell,lvf,zvf,wf,svf,dr
Mdh2,85,"[37075, 62085, 75441, 100389]",1.1100016631512684,1025.4240791364086,1086.8957823855885,0.0,1,4451,1,0,1,7.0,1.0,0.0,0.0,0
Mdh2,85,"[37085, 62095, 75449, 100402]",0.3630504650965777,1031.0956236131335,1079.474221239707,0.0,1,4452,1,0,1,7.0,1.0,0.0,0.0,0
Tmbim6,230,"[37098, 58892, 65471, 109036]",3.1973780821783038,1042.339145484814,1141.8554868356357,0.0,1,4453,1,0,1,7.0,1.0,0.0,0.0,0
Mdh2,85,"[37103, 62120, 75464, 100426]",1.1675754331971164,1043.8041896518675,1163.5008883867663,0.0,1,4454,1,0,1,7.0,1.0,0.0,0.0,0
Loxl1,78,"[37121, 50091, 56039, 70625]",0.17591657987863063,1092.0748052382598,1114.1431007593278,0.0,1,4455,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37128, 43983, 58957, 63549]",2.5632172046672625,671.8151998518132,1435.0114200030937,0.0,1,4456,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37132, 75698, 84813, 111335]",0.6581646574420066,682.6269159775572,1427.2513229287892,0.0,1,4457,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37138, 40518, 70646, 106831]",2.1181197415958652,695.4711854528366,1428.0190848805341,0.0,1,4458,1,0,1,7.0,1.0,0.0,0.0,0
Rps6ka3,193,"[37145, 79183, 91172, 106847]",3.6582286257091305,704.3230764650536,1388.1197157579777,0.0,1,4459,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37151, 75722, 84824, 111352]",1.8320841373183223,715.1686646642253,1391.5717398669533,0.0,1,4460,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37160, 40547, 70682, 106878]",2.639425252027721,718.5273550946247,1412.1367201951618,0.0,1,4461,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37167, 75740, 84830, 111370]",2.8341303669892164,723.2806525593114,1343.277948796038,0.0,1,4462,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37185, 44058, 59002, 63612]",1.5485641887639747,730.4461625204581,1334.7698910735194,0.0,1,4463,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37186, 75752, 84840, 111379]",3.7070498797482383,730.6358557111078,1355.7122989594152,0.0,1,4464,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37191, 40578, 70717, 106921]",1.6614649048351564,732.4723484676886,1316.9803952817576,0.0,1,4465,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37194, 40586, 70724, 106931]",0.8822675560142311,734.9072335491267,1304.5155176077396,0.0,1,4466,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37204, 75768, 84850, 111394]",2.8304719246799053,738.7425313051201,1388.4110829719345,0.0,1,4467,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37210, 75772, 84853, 111395]",1.521137890457992,740.7178634498223,1377.794555904271,0.0,1,4468,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1577,"[37219, 65587, 80851, 87470]",1.6755971564355967,742.8064592506316,1354.7676134216604,0.0,1,4469,2,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37223, 75783, 84858, 111403]",0.9923044858548457,744.0092711156576,1376.9682486034494,0.0,1,4470,1,0,1,7.0,1.0,0.0,0.0,0
Ssr2,217,"[37232, 45136, 79254, 83968]",3.257920897528015,747.3851088514937,1387.4289064539944,0.0,1,4471,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37237, 40629, 70771, 106982]",3.970700634762444,748.2175631373015,1368.2159618424153,0.0,1,4472,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,802,"[37242, 40645, 55213, 96176]",2.8834777087940187,752.2152811294495,1380.421899398009,0.0,1,4473,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37243, 75808, 84875, 111422]",3.5527562949385265,752.5395362964707,1363.612708636262,0.0,1,4474,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37252, 87502, 92095, 103397]",0.39957347025074014,753.8552686522187,1273.4840658999208,0.0,1,4475,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44141, 67072, 72659, 98145]",0.2546076339664008,757.0308687478304,1269.6150925627617,0.0,1,4476,2,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37264, 44138, 59071, 63698]",1.0273623409465804,756.8282495790702,1247.036637622493,0.0,1,4477,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,2018,"[58219, 61490, 86538, 107043]",2.4518699002423854,757.6174040289543,1348.6890770795424,0.0,1,4478,2,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37277, 87535, 92125, 103416]",3.5866636788512536,759.61297160561,1281.4399184019744,0.0,1,4479,2,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37291, 53667, 60319, 109120]",3.1434826531233186,764.0203308099703,1252.4055202907316,0.0,1,4480,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37295, 40705, 70851, 107095]",0.667813783793926,765.7811212245197,1393.6402784056477,0.0,1,4481,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37307, 75874, 84910, 111473]",0.6137210008016608,767.4686261449884,1219.758772559233,0.0,1,4482,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37310, 53678, 60335, 109135]",0.7315302691432612,768.0737819387533,1298.5561518738111,0.0,1,4483,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37321, 75882, 84921, 111486]",1.1692120832036779,770.2294828124537,1179.5632842644745,0.0,1,4484,2,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37324, 87590, 92168, 103460]",2.0918857545988487,770.8542008532179,1249.8677810871725,0.0,1,4485,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37332, 44203, 59132, 63761]",2.295823339250769,773.0293173158335,1247.2930949615918,0.0,1,4486,2,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37348, 75915, 84935, 111511]",0.8525334099972394,775.5398716057149,1237.584749297773,0.0,1,4487,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37350, 87615, 92194, 103483]",0.5117033600910023,776.2097741946696,1231.0995597547403,0.0,1,4488,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37354, 75925, 84940, 111523]",0.43318260325948754,777.406764011935,1290.102585797416,0.0,1,4489,2,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37378, 40790, 70954, 107194]",3.467930418807569,781.3052150124734,1131.0437476471934,0.0,1,4490,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37382, 75954, 84953, 111543]",2.8211852808436775,782.5387021474764,1383.9051507223653,0.0,1,4491,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37385, 87638, 92234, 103506]",1.0825067426460564,782.2122288539867,1198.0681526684125,0.0,1,4492,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37388, 53733, 60392, 109179]",1.0794451690490452,783.1727568316815,1287.591082537538,0.0,1,4493,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37394, 75964, 84958, 111549]",0.9549091186080293,784.6268535541047,1134.9740801335827,0.0,1,4494,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37405, 75972, 84966, 111559]",0.5154032461458984,786.9459240682171,1291.4749779153046,0.0,1,4495,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37419, 40847, 71024, 107252]",3.282444131779554,789.9198857750775,1064.1946222721508,0.0,1,4496,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37425, 40850, 71023, 107260]",1.1866386884642992,790.2841779010366,1352.3394329870712,0.0,1,4497,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44285, 67219, 72811, 98273]",1.3882581343960858,791.4560782297148,1070.2511435296406,0.0,1,4498,3,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37439, 40867, 71039, 107270]",3.4629738876827245,792.3925866825352,1122.070874481276,0.0,1,4499,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37452, 53781, 60473, 109223]",1.8307540538814364,795.1172932255727,1178.911006550181,0.0,1,4500,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37476, 44321, 59276, 63859]",2.631022424432756,798.7152074669515,1194.7759842687224,0.0,1,4501,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37480, 40914, 71108, 107316]",2.308625854142094,799.8259520912067,1101.4219364761645,0.0,1,4502,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37493, 40923, 71126, 107319]",3.2527561799454285,801.3349352204095,1217.6863032974438,0.0,1,4503,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37505, 40928, 71129, 107332]",1.1009048894054534,802.553237863233,1076.9405556197453,0.0,1,4504,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37516, 40951, 71155, 107341]",1.6047775873619523,805.0006945756937,1015.5282633444912,0.0,1,4505,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37521, 53819, 60534, 109272]",2.8075585921717687,806.1460229959188,1273.106192410652,0.0,1,4506,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37524, 44349, 59321, 63882]",0.8160737621470456,806.6616973270472,1101.5474722210452,0.0,1,4507,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37533, 76095, 85052, 111669]",2.851031671948692,807.9133530147495,1249.5455534399894,0.0,1,4508,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1398,"[37541, 49201, 77379, 104443]",3.9870679412814987,809.683385465637,1340.474830950263,0.0,1,4509,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37542, 76107, 85057, 111677]",2.452369011293601,809.3207999825902,1176.476108664162,0.0,1,4510,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37552, 76120, 85064, 111681]",1.0779730273235395,811.2221414286503,1109.2496576805636,0.0,1,4511,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37559, 76121, 85063, 111686]",2.7515891864784017,811.5780346646565,1228.3698338186828,0.0,1,4512,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37562, 40991, 71215, 107377]",0.9043997000137594,813.4045530406472,1363.0582825391323,0.0,1,4513,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37568, 76143, 85075, 111704]",0.8087709064225749,814.3362506797758,1341.0177230694292,0.0,1,4514,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37574, 76158, 85079, 111712]",0.1332410294357526,815.2946866923039,1092.771858755144,0.0,1,4515,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37595, 53878, 60608, 109341]",2.2048023527053657,819.2063104967316,1021.1218177799564,0.0,1,4516,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1571,"[37596, 67339, 76187, 96707]",0.9743664822561863,819.1335378118043,1099.523389913084,0.0,1,4517,3,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37597, 41021, 71269, 107402]",3.597902434473309,818.8501417612812,1323.6532464040358,0.0,1,4518,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37605, 76197, 85103, 111731]",0.8157955036153347,820.3406343083255,1299.479214819419,0.0,1,4519,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37611, 41037, 71285, 107415]",1.2723465892661647,821.1777146795166,1362.8922350615405,0.0,1,4520,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37616, 41045, 71306, 107420]",1.0692445823241563,822.9135571841613,1152.4317772908735,0.0,1,4521,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37617, 53892, 60631, 109353]",0.8214394571031364,822.7188103372458,1085.4893252168927,0.0,1,4522,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37639, 76231, 85122, 111760]",1.4249098134218308,826.4837386998418,1333.6488669265716,0.0,1,4523,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37645, 76245, 85125, 111769]",0.475105799069015,828.5857008232214,1381.302269353127,0.0,1,4524,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37658, 87853, 92585, 103661]",3.55780653089728,831.2728770109566,1339.6110307932895,0.0,1,4525,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37664, 41088, 71381, 107467]",3.5118408759264943,832.1448061389192,1104.2231622009558,0.0,1,4526,1,0,1,7.0,1.0,0.0,0.0,0
Mrps18b,106,"[37668, 51527, 66030, 99647]",2.0111785949933045,832.2055322982682,1270.3344006754094,0.0,1,4527,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37679, 76273, 85140, 111781]",3.3992115644651935,832.9554591193166,1314.2092618668405,0.0,1,4528,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37680, 76280, 85142, 111791]",0.5786100087990529,833.789922862647,1273.1332803646837,0.0,1,4529,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37689, 44440, 59464, 63987]",2.5911529525989994,835.481420622666,1096.304837190692,0.0,1,4530,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37693, 41107, 71405, 107478]",1.9804335151200354,835.232589318498,1350.7668334154994,0.0,1,4531,1,0,1,7.0,1.0,0.0,0.0,0
Rpl15,186,"[49337, 55534, 100868, 107488]",1.8446895722433942,838.1309496386574,1018.7241328487128,0.0,1,4532,2,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37704, 41120, 71432, 107495]",3.624721742045272,838.8223807430227,1091.7737160073325,0.0,1,4533,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37709, 53951, 60700, 109430]",0.9634626098149618,839.9521953965842,1149.8592166545805,0.0,1,4534,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37713, 76322, 85154, 111825]",2.3028620675029075,840.7094891732538,1317.5831003684384,0.0,1,4535,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37724, 44466, 59494, 64006]",2.435094250618231,841.6783638645487,1029.6563208259927,0.0,1,4536,2,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37734, 53964, 60723, 109448]",0.6251401045568181,844.4237317110841,1296.0026685919997,0.0,1,4537,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37737, 41152, 71488, 107530]",2.7728898880203867,845.4841778673486,1038.8769653059296,0.0,1,4538,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37738, 44481, 59511, 64012]",1.0708263710911359,844.9724104966479,1060.6334005710964,0.0,1,4539,2,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37739, 41148, 71483, 107521]",0.6507530082360565,844.9458242335445,1346.3456536800004,0.0,1,4540,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37743, 41160, 71501, 107535]",1.94732174535896,847.7251334864574,983.1653396115497,0.0,1,4541,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37745, 87906, 92673, 103702]",2.8773532429183764,848.0689480194144,1114.353905134446,0.0,1,4542,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37758, 41174, 71520, 107544]",3.0236612620392616,850.7204263451376,1152.0758802684938,0.0,1,4543,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37762, 76369, 85183, 111865]",0.45572412457041256,851.9695547832202,1241.3058100361864,0.0,1,4544,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37764, 53991, 60770, 109479]",1.445289825786558,853.06842450118,1161.5455642940663,0.0,1,4545,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37770, 44516, 59553, 64034]",1.4284394263836848,853.5448137582241,1140.8419199741184,0.0,1,4546,1,0,1,7.0,1.0,0.0,0.0,0
Clta,15,"[47480, 54810, 68730, 109488]",1.0765689883330254,855.2081730524222,1348.5340158891777,0.0,1,4547,2,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37783, 54007, 60787, 109495]",2.9422218436273084,857.3101055167962,1281.35572685243,0.0,1,4548,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37787, 54012, 60790, 109497]",1.706887290099219,858.8449179603065,1222.45443859553,0.0,1,4549,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37792, 54017, 60798, 109503]",3.8443791257826128,859.9790572449718,1284.968837763885,0.0,1,4550,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37796, 54019, 60805, 109504]",2.7533058203946537,860.6466177625084,1106.5105001900954,0.0,1,4551,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37833, 76447, 85224, 111921]",3.7137109441566816,875.3618715812208,1298.8145292348229,0.0,1,4552,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37835, 41246, 71643, 107602]",1.2580776106819584,875.8418066409695,1339.2590481495959,0.0,1,4553,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37836, 54066, 60843, 109552]",1.7409564623352523,875.9496905624612,1303.287849518647,0.0,1,4554,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37843, 54071, 60849, 109554]",2.5988075432287907,877.562121651398,1310.2826315950374,0.0,1,4555,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37846, 76457, 85230, 111927]",1.1194107830584479,878.76557930074,1330.3937366273174,0.0,1,4556,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37848, 41253, 71650, 107609]",3.440815386749791,878.2246282412789,1096.1105664007778,0.0,1,4557,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37850, 54073, 60848, 109557]",3.4297769815382715,878.2244791388098,1146.3484037801272,0.0,1,4558,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[37861, 87987, 92819, 103762]",3.7102644217375076,881.8897888507959,1127.383682984355,0.0,1,4559,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37862, 76473, 85239, 111940]",2.2018607754279707,883.4486591942932,1117.949553277198,0.0,1,4560,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37870, 54095, 60874, 109577]",1.013362742706458,886.4426625986216,1155.6300382462796,0.0,1,4561,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37876, 54105, 60880, 109584]",1.4215227028390216,889.0256230812183,1230.1311014816683,0.0,1,4562,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37881, 41298, 71707, 107638]",3.3434492004440983,889.4063444506255,1320.822689811042,0.0,1,4563,1,0,1,7.0,1.0,0.0,0.0,0
Mrps18b,106,"[37894, 51758, 66303, 99892]",0.7485562083934183,893.6798169383599,1208.1917517400375,0.0,1,4564,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37899, 41327, 71737, 107655]",0.9801582701363418,897.0011806466855,1090.7803780469142,0.0,1,4565,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37905, 76515, 85259, 111973]",3.1485595444555625,898.5187482414085,1127.608946790058,0.0,1,4566,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37920, 54144, 60929, 109632]",0.9687394747667459,903.7505883311164,1146.097535400568,0.0,1,4567,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37923, 54145, 60928, 109633]",1.2584576622178045,904.0131770317026,1294.321730525548,0.0,1,4568,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37931, 41353, 71782, 107681]",3.09137789895522,907.6347500648286,1068.068225287629,0.0,1,4569,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[37934, 54152, 60946, 109642]",3.4069262230013386,907.1995236640619,1112.038256251688,0.0,1,4570,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37946, 76555, 85292, 112009]",3.0389246982972464,911.3116213758212,1242.3670793496558,0.0,1,4571,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37951, 41369, 71810, 107697]",3.661894385202686,913.7554628612002,1056.726085756868,0.0,1,4572,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37976, 76588, 85309, 112036]",2.324385244696392,921.3400480577047,1265.8152591097773,0.0,1,4573,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37978, 41398, 71845, 107716]",0.6188940383992776,922.1188021955461,1073.3721471079598,0.0,1,4574,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37988, 76597, 85312, 112041]",3.9710252284702037,924.1760361831292,1096.7802153845214,0.0,1,4575,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37995, 41411, 71869, 107724]",0.964365117972999,926.7793934388884,1048.8755849860554,0.0,1,4576,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37997, 41410, 71858, 107722]",2.9278268642000795,926.5161530542275,1075.6745736981193,0.0,1,4577,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38007, 41423, 71877, 107732]",1.1997316465588428,930.37074107855,1085.1794196266596,0.0,1,4578,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[38008, 54230, 61001, 109687]",2.982369749518396,930.305468939485,1148.302790301394,0.0,1,4579,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38009, 76617, 85325, 112054]",0.6643309727066087,930.6099236466689,1094.5730204638035,0.0,1,4580,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[38026, 44663, 59808, 64138]",0.4863889914666588,935.6140328803021,1053.6835411615643,0.0,1,4581,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38028, 76640, 85337, 112071]",2.357463164954784,936.9940515749357,1149.628581855385,0.0,1,4582,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38042, 76659, 85342, 112083]",0.6268097597591376,940.891918712828,1059.3601687518753,0.0,1,4583,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38052, 76667, 85349, 112100]",3.1291786061026685,944.4301860917458,1242.9457296076507,0.0,1,4584,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38053, 76670, 85350, 112097]",0.46543384247298036,944.8454854310718,1146.1960120715912,0.0,1,4585,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38060, 41477, 71959, 107774]",2.640189387903738,946.269581287345,1263.8983997260452,0.0,1,4586,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38064, 76683, 85355, 112109]",0.42741406429627105,948.0632662843896,1075.240396754642,0.0,1,4587,1,0,1,7.0,1.0,0.0,0.0,0
Rpl15,186,"[49670, 55737, 101128, 107789]",2.5428527986756286,950.5603692788627,1057.3100229488555,0.0,1,4588,3,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38065, 41496, 71981, 107782]",2.921691942496273,948.8231115550454,1057.9343737883476,0.0,1,4588,3,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[38066, 54279, 61067, 109735]",0.5080250823595136,948.3397331652764,1153.0471214112088,0.0,1,4589,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38074, 76690, 85360, 112115]",3.2630613459600393,950.0869650464848,1119.7148687175088,0.0,1,4590,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[38077, 44694, 59848, 64166]",1.311119318889702,951.0784156120724,1259.863611954455,0.0,1,4591,2,0,1,7.0,1.0,0.0,0.0,0
Mrps18b,106,"[38091, 51959, 66558, 100113]",0.2145506974114873,953.990171099096,1063.4127970504787,0.0,1,4592,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[38106, 44707, 59872, 64184]",1.0087956440542158,956.8874460117801,1071.09493238603,0.0,1,4593,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[38108, 54310, 61108, 109768]",1.168345371762086,957.9026980335585,1210.2682571862915,0.0,1,4594,1,0,1,7.0,1.0,0.0,0.0,0
Fkbp9,46,"[38109, 54313, 61103, 109770]",3.166838356995367,957.7115310334004,1217.0970417736453,0.0,1,4595,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38140, 76761, 85406, 112164]",1.1450889841935405,967.390993557305,1042.7355253944197,0.0,1,4596,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38147, 76767, 85411, 112173]",2.376622376185792,968.9542949371059,1207.1796984354728,0.0,1,4597,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38155, 76771, 85414, 112176]",0.8664793512662184,970.7516992324214,1126.5623989265887,0.0,1,4598,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38156, 41573, 72098, 107839]",0.5191943919251495,970.6061209045179,1063.3456343324194,0.0,1,4599,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38168, 76792, 85427, 112192]",1.4254345512202784,974.1467698598085,1046.3670183933737,0.0,1,4600,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[38172, 44749, 59933, 64222]",1.147270873129597,974.4182501353923,1239.0100296087699,0.0,1,4601,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38188, 41606, 72150, 107866]",1.4448305832441286,979.5370019973791,1032.8081412013403,0.0,1,4602,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38201, 76839, 85457, 112221]",1.2525851666036623,983.4603334831371,1054.412389086987,0.0,1,4603,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38202, 41617, 72157, 107879]",1.8003923626478093,982.571194691375,1099.7987162391446,0.0,1,4604,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38203, 76834, 85455, 112214]",0.9753640064356404,982.7868225988312,1151.72052186907,0.0,1,4605,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38205, 76841, 85459, 112220]",1.8975911528443428,984.0485126199974,1062.534655967019,0.0,1,4606,1,0,1,7.0,1.0,0.0,0.0,0
Mrps18b,106,"[38213, 52082, 66685, 100244]",2.528316097404126,986.5380112920026,1156.9018773548298,0.0,1,4607,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38227, 76871, 85472, 112242]",0.6725921004884976,990.5876793548265,1222.7870881960748,0.0,1,4608,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[38245, 44808, 60015, 64277]",0.21721274734176002,994.4039808918333,1053.162816118034,0.0,1,4609,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38254, 41673, 72244, 107939]",2.146968731116718,998.3728803505504,1135.202392168901,0.0,1,4610,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[38269, 41686, 72252, 107963]",2.8054185600620913,1001.8735063356676,1187.3955080956316,0.0,1,4611,1,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[38273, 76920, 85498, 112283]",1.1841923720652434,1003.4419975963533,1107.421925846996,0.0,1,4612,1,0,1,7.0,1.0,0.0,0.0,0
Thy1,228,"[38277, 88250, 93335, 103985]",3.65688390724218,1004.7030534344551,1193.235407779829,0.0,1,4613,1,0,1,7.0,1.0,0.0,0.0,0
