gene,gene_number,cpath,cost,x,y,z,cellid,cc,cc_size,pos,cell,lvf,zvf,wf,svf,dr
Vim,261,"[44350, 67297, 72884, 98338]",0.2730020676413417,807.2216173693216,1146.0912683970905,0.0,1,367,4,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1986, 29005, 43085, 83176]",3.4241363767441566,807.2170721115847,1146.0564547225904,0.0,1,367,4,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[1987, 34646, 55437, 110404]",3.751336937307464,807.1347989812211,1134.1451591993955,0.0,1,368,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,718,"[1988, 42139, 60543, 74809]",2.930700515877189,807.4331845323609,1249.9140673489007,0.0,1,369,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1991, 18446, 96594, 104429]",3.1625052522324095,806.9184204779433,1333.3499372630445,0.0,1,370,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1995, 18468, 96607, 104441]",2.4770214520111358,808.571281286549,1108.480554438088,0.0,1,371,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2010, 18491, 96633, 104454]",2.7349802096349713,811.1427997012058,1060.3434505895398,0.0,1,372,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,992,"[15140, 64859, 93733, 111697]",3.239753362580122,812.0244926724047,1350.2356551115377,0.0,1,373,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2013, 18477, 96636, 104452]",3.8628826038531705,810.8970547778815,1183.9650015522384,0.0,1,374,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1340,"[43096, 71192, 76115, 104447]",2.467996026196122,810.1867336458977,1296.4047834020564,0.0,1,375,4,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2015, 18496, 96641, 104456]",1.8167616997906635,811.7372687249144,1157.7446116603123,0.0,1,376,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2017, 29036, 43112, 83198]",0.7334941702870366,811.9949033925333,1199.7723060927901,0.0,1,377,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2023, 69776, 83204, 95104]",2.810651383965374,812.071210689355,1284.566297290115,0.0,1,378,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2033, 69802, 83211, 95125]",2.1684098528418647,814.7375747124971,1291.9509122169927,0.0,1,379,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2037, 18529, 96676, 104470]",1.9946226628719734,815.8878559643302,1346.6096955724179,0.0,1,380,3,0,1,7.0,1.0,0.0,0.0,0
Hnrnpul1,60,"[39972, 46449, 55475, 83218]",3.2669639615147035,817.1479911905658,1345.2586329451747,0.0,1,380,3,0,1,7.0,1.0,0.0,0.0,0
Zfp36l2,270,"[34728, 79472, 82144, 96671]",1.7296459768293144,815.7880190595794,1109.5734423933532,0.0,1,381,6,0,1,7.0,1.0,0.0,0.0,0
negative_control,1323,"[2040, 18519, 36249, 78473]",3.5444138490447425,815.7375662363711,1108.693333705859,0.0,1,381,6,0,1,7.0,1.0,0.0,0.0,0
Snrnp70,210,"[53162, 72929, 95143, 111716]",3.571938321305813,816.6746267804642,1109.0330084078466,0.0,1,381,6,0,1,7.0,1.0,0.0,0.0,0
Tspan3,245,"[2041, 25153, 65922, 84227]",1.0244679099342575,816.2575747453243,1098.4845860018804,0.0,1,382,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2042, 18537, 96684, 104476]",2.7671757827792423,817.0367089250085,1428.148272113476,0.0,1,383,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2045, 29088, 43148, 83221]",2.9263269123354494,817.2914481128722,1194.2017084684494,0.0,1,384,1,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[2046, 34739, 55472, 110462]",1.8507107773087559,816.9338145095785,1358.5945482652871,0.0,1,385,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2047, 18524, 96680, 104473]",2.5309145111791325,816.3457082399003,1224.488181609484,0.0,1,386,1,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[2048, 44385, 62690, 85881]",2.5736483800968655,816.5441773994098,1325.473576012638,0.0,1,387,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2049, 18527, 96679, 104475]",2.4317298897280772,816.6989381082966,1170.2068768084337,0.0,1,388,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2058, 18550, 96706, 104488]",2.961379215114966,818.9239953735381,1237.2004483368005,0.0,1,389,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2062, 18543, 96697, 104482]",3.6009616394086854,818.323635647663,1176.560558309507,0.0,1,390,1,0,1,7.0,1.0,0.0,0.0,0
Zfp36l2,270,"[34774, 79486, 82179, 96737]",1.2184456437203215,821.5624747131244,1345.418376162721,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,540,"[4808, 47419, 60619, 104497]",2.472016085133128,820.8658049606979,1345.5325205663157,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
Rac1,175,"[10180, 32284, 71283, 78489]",2.9212832913743156,820.5561028526524,1345.5961234860488,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[2070, 44397, 62704, 85895]",2.980681584996218,819.612050495817,1345.106879266909,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
Nedd4,126,"[6358, 25182, 38887, 48057]",3.332135252277345,821.3795400552494,1343.8918661594987,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
Xdh,262,"[43161, 68539, 80182, 99567]",3.5745318570329454,819.8449775190813,1345.1074322452162,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,2077,"[51467, 69828, 87811, 98395]",3.6187627189881884,820.5631060767662,1344.5330258078843,0.0,1,391,16,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2075, 18574, 96733, 104506]",2.0698698684387002,821.2639545264323,1258.8283150030775,0.0,1,392,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,1960,"[2076, 15202, 37601, 41030]",2.488913415058038,820.2274331145048,1339.8820765147466,0.0,1,393,1,0,1,7.0,1.0,0.0,0.0,0
Psap,160,"[26588, 64892, 74867, 109342]",0.3602789316229343,819.8303995505707,1122.7482012741402,0.0,1,394,2,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2089, 29123, 43179, 83241]",3.4990979119070236,822.4476750276239,1103.1516736942012,0.0,1,395,2,0,1,7.0,1.0,0.0,0.0,0
H1f0,55,"[38902, 45469, 67359, 101958]",1.0728551843649496,823.3211482975611,1141.7201392868367,0.0,1,396,16,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[2098, 20242, 86806, 107423]",1.2156418402171236,823.4005614656157,1142.0138746171865,0.0,1,396,16,0,1,7.0,1.0,0.0,0.0,0
Gpi1,52,"[18590, 57594, 69846, 96754]",1.3987165912802935,822.7933093174954,1142.142192569343,0.0,1,396,16,0,1,7.0,1.0,0.0,0.0,0
Il1rl1,69,"[11765, 25200, 95175, 109363]",1.6154112985549474,823.7085524793868,1142.1738560308743,0.0,1,396,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,1984,"[64910, 72948, 92533, 103640]",3.069565608542172,823.3291565689965,1140.9682524071568,0.0,1,396,16,0,1,7.0,1.0,0.0,0.0,0
Slc38a2,209,"[9065, 34784, 57595, 64905]",2.534091386948054,822.5625888913265,1037.7117079901413,0.0,1,397,3,0,1,7.0,1.0,0.0,0.0,0
Morf4l2,88,"[11755, 27799, 55494, 96752]",3.391876984418056,822.4538161240863,1036.3554846926636,0.0,1,397,3,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2103, 29141, 43191, 83249]",0.36375449358878426,823.8239380141684,1275.7648966548504,0.0,1,398,1,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[2106, 44421, 62726, 85909]",3.256086222315413,824.7237459855367,1013.4620358173863,0.0,1,399,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2116, 18612, 96785, 104526]",0.9256120341102585,826.8554045694567,1196.8509338524457,0.0,1,400,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2119, 18617, 96790, 104527]",0.784395834819678,827.2842278384448,1213.5376008711755,0.0,1,401,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2122, 18629, 96793, 104533]",3.4514268107594566,828.137987430059,1317.9241188123513,0.0,1,402,1,0,1,7.0,1.0,0.0,0.0,0
Rbbp7,181,"[56629, 77445, 99628, 106311]",1.6565209531848224,828.0296790992595,1134.9948403665212,0.0,1,403,7,0,1,7.0,1.0,0.0,0.0,0
Psmd7,165,"[15263, 67389, 83270, 105423]",2.5844513669299305,829.2201876851507,1134.6012073969816,0.0,1,403,7,0,1,7.0,1.0,0.0,0.0,0
Timp2,229,"[31554, 62734, 87840, 101984]",3.482170500923419,827.5135042659699,1135.7500777377695,0.0,1,403,7,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2135, 18636, 96802, 104540]",3.5652068998351267,829.4859552631004,1183.4477986741813,0.0,1,404,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2138, 18646, 96820, 104544]",3.856211180152422,831.0630840663732,1090.367190013037,0.0,1,405,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2144, 69880, 83281, 95218]",1.7848253420839486,831.5779165934086,1291.033221413659,0.0,1,406,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2145, 29192, 43234, 83282]",0.4814839194989762,832.1392246379926,1281.6078349537054,0.0,1,407,1,0,1,7.0,1.0,0.0,0.0,0
Stt3a,222,"[55518, 64939, 85137, 105432]",3.0734767417919615,832.0530888289713,1344.1016383260874,0.0,1,408,2,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2152, 29199, 43243, 83285]",2.5452102456940446,833.0318328615191,1145.1255119129426,0.0,1,409,1,0,1,7.0,1.0,0.0,0.0,0
Idh2,65,"[16839, 59458, 63981, 87857]",3.355712855787516,833.8947777595461,1343.5226493992013,0.0,1,410,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,952,"[37698, 43255, 53938, 76298]",2.5662073786606503,836.7712226570511,1154.735708003448,0.0,1,411,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2163, 18678, 96858, 104570]",1.3552284349874022,835.3704970148023,1008.9617885965068,0.0,1,412,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2164, 18676, 96856, 104568]",0.8608568335736653,835.2223147609948,1339.5917536010465,0.0,1,413,6,0,1,7.0,1.0,0.0,0.0,0
negative_control,416,"[42240, 71408, 89501, 106325]",1.4912988182418456,835.1063828774122,1339.6679134014091,0.0,1,413,6,0,1,7.0,1.0,0.0,0.0,0
Cct5,10,"[34874, 71396, 74012, 88666]",2.810676913628712,833.8567155444946,1339.4815723032755,0.0,1,413,6,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2167, 18669, 96859, 104576]",3.6728311126348876,835.5292649672133,1125.5751808789978,0.0,1,414,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2169, 18679, 96857, 104573]",1.321737592829188,835.6394886808281,1270.0570294446186,0.0,1,415,1,0,1,7.0,1.0,0.0,0.0,0
Psmd7,165,"[15327, 67413, 83306, 105462]",1.1994240325490144,838.6813225409198,1362.6466928651432,0.0,1,416,4,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2181, 18697, 96878, 104587]",1.814486218252165,838.7254224700757,1362.2498960221692,0.0,1,416,4,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2185, 29221, 43262, 83303]",0.8212315160688893,838.0784057074325,1330.2332778930943,0.0,1,417,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2186, 18694, 96874, 104580]",1.4057544911968407,838.1425343591078,983.7332714558555,0.0,1,418,1,0,1,7.0,1.0,0.0,0.0,0
Cct5,10,"[34896, 71424, 74029, 88680]",2.587194446486917,838.711970573607,1357.6087987686174,0.0,1,419,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2189, 18696, 96875, 104584]",1.7964939521780565,838.6895842790217,1215.7915464957923,0.0,1,420,1,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[2190, 21556, 30677, 105465]",0.6154982485009184,839.1355916152199,1279.4706410699282,0.0,1,421,1,0,1,7.0,1.0,0.0,0.0,0
Pkm,144,"[4921, 20342, 90598, 92634]",1.2592736005886787,839.1743544671613,1113.7145458107043,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
Spon2,213,"[32357, 53221, 76311, 103680]",2.1979171792226206,839.8695483039891,1115.9341891063661,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
Pdia6,142,"[7800, 29232, 66070, 82261]",2.3923926261389794,838.6104694005218,1113.1038925562714,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,550,"[2193, 67418, 99695, 107496]",2.6972523731344547,839.8272364911431,1113.897678781621,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
Eif4b,37,"[9115, 33440, 48124, 78567]",2.927258410153299,839.4911514691531,1114.3744353145776,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1008,"[25279, 47452, 62773, 89518]",3.086613976302102,838.5500654350662,1111.5025447943228,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1224,"[23825, 30670, 69910, 86846]",3.6015766072955016,837.989432070838,1112.709313536241,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1495,"[45520, 61744, 73008, 106339]",3.66367754439776,839.9765005344362,1115.6522737438602,0.0,1,422,18,0,1,7.0,1.0,0.0,0.0,0
Eef1g,28,"[4932, 26701, 38997, 62784]",1.0918043468902277,839.3021059594938,1036.0359941690235,0.0,1,423,8,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2194, 18712, 96883, 104590]",1.2378536950448666,839.8111802541772,1034.7658642071472,0.0,1,423,8,0,1,7.0,1.0,0.0,0.0,0
Rps15a,191,"[27869, 54776, 81218, 106332]",2.9037447719068403,837.8149144849339,1035.9493023832704,0.0,1,423,8,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2196, 18721, 96897, 104593]",2.07560315356814,840.6172557314756,1109.7279975807212,0.0,1,424,1,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[2203, 44468, 62798, 85956]",3.8642653708484067,842.0271765380376,1364.5038593072195,0.0,1,425,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2205, 29249, 43280, 83315]",0.8625761903369639,841.5560217534926,1260.3843149850222,0.0,1,426,1,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[2206, 20354, 86861, 107504]",2.726075347983994,841.181227432851,1117.8292630103742,0.0,1,427,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2209, 18722, 96904, 104595]",0.9040954945362739,841.9163918645474,1302.5893668354015,0.0,1,428,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,305,"[34917, 45521, 64004, 85156]",2.2684030274773628,840.9508332569598,1353.768814859649,0.0,1,429,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2219, 18738, 96918, 104602]",0.9100727220866024,844.5976989862072,1061.3059767168481,0.0,1,430,1,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[2224, 44485, 62811, 85962]",2.8207141619520817,845.5209277090652,982.4533430457309,0.0,1,431,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2225, 18746, 96927, 104606]",0.9871217056678767,845.9481926652898,1284.1168241556036,0.0,1,432,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2230, 18757, 96936, 104613]",2.136151504299311,847.462576788659,988.0628016451951,0.0,1,433,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2234, 29285, 43310, 83340]",0.518761254999233,847.3065603618775,1321.091483867797,0.0,1,434,2,0,1,7.0,1.0,0.0,0.0,0
Maged1,82,"[58496, 74061, 85968, 103700]",1.347651179411871,847.1151437232496,1110.0238320812805,0.0,1,435,5,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44492, 67446, 73038, 98494]",2.002378870551722,847.8054523031662,1111.2801371609992,0.0,1,435,5,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2238, 29283, 43303, 83338]",3.019760880519572,846.9579244850986,1109.8856788977664,0.0,1,435,5,0,1,7.0,1.0,0.0,0.0,0
Oxct1,134,"[15388, 34953, 68697, 109466]",0.885975576225096,848.642906301933,1086.6688346758422,0.0,1,436,4,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22666, 56698, 93821, 110611]",3.1218582701156885,847.8115871172093,1085.2132032961076,0.0,1,436,4,0,1,7.0,1.0,0.0,0.0,0
negative_control,1908,"[2245, 20404, 52620, 69956]",3.962951779098285,847.8089484803302,1086.1621775315168,0.0,1,436,4,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2247, 18753, 96937, 104611]",1.9951444643662852,847.6951660641942,1187.8725679174524,0.0,1,437,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2251, 18763, 96954, 104618]",2.497339312351108,849.1915785551005,1312.2627759135307,0.0,1,438,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2255, 69968, 83349, 95320]",1.6960495066751742,850.2886659009305,1344.57121264353,0.0,1,439,2,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2262, 69976, 83355, 95322]",2.056845814742899,851.3384823959864,1154.5070465399533,0.0,1,440,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2271, 69985, 83362, 95328]",0.7112230214609208,853.240726790437,1257.7735598839758,0.0,1,441,1,0,1,7.0,1.0,0.0,0.0,0
Timp2,229,"[31600, 62842, 87929, 102110]",1.477151714369755,854.2551488192153,1328.74839107885,0.0,1,442,8,0,1,7.0,1.0,0.0,0.0,0
Tnc,232,"[10380, 46589, 59551, 67485]",1.8156837119526545,853.6939177529697,1327.861698270255,0.0,1,442,8,0,1,7.0,1.0,0.0,0.0,0
negative_control,1598,"[2273, 33499, 64036, 109486]",1.82612971100109,854.334153555655,1329.019127562191,0.0,1,442,8,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2274, 18800, 96984, 104628]",2.1708404000031813,854.3834437666065,999.0449457876032,0.0,1,443,1,0,1,7.0,1.0,0.0,0.0,0
Lmna,77,"[23897, 76373, 86888, 108631]",1.9466374660913581,852.8936209116418,1060.884017511731,0.0,1,444,5,0,1,7.0,1.0,0.0,0.0,0
Psma7,161,"[45558, 59552, 85983, 96986]",2.997400021609812,853.5109522538589,1061.5586539554345,0.0,1,444,5,0,1,7.0,1.0,0.0,0.0,0
Timp2,229,"[31601, 62841, 87933, 102107]",3.2852387059279686,854.3589054885751,1060.8117800056168,0.0,1,444,5,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2282, 29347, 43347, 83374]",1.7288157429147357,856.0175616864315,1237.4640771491008,0.0,1,445,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2290, 70000, 83378, 95340]",3.6197140934971666,856.7192288442585,1203.6065681349426,0.0,1,446,1,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[2291, 44528, 62855, 85988]",1.6105807845134679,857.2832450865578,1020.3942090618314,0.0,1,447,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2293, 70004, 83376, 95341]",2.890109266201355,857.1286196890452,1309.3747189746423,0.0,1,448,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2296, 29351, 43352, 83379]",1.8421752209988238,857.4506159669147,1339.1565768042503,0.0,1,449,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2299, 29361, 43357, 83382]",1.9062553905868342,858.6866189673705,1149.677366337704,0.0,1,450,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2302, 18817, 97011, 104634]",2.8371882861567648,858.4644446722422,1129.384492070047,0.0,1,451,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2309, 18833, 97020, 104638]",0.8803767233251563,859.8191824909757,1284.9188926523725,0.0,1,452,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2313, 70013, 83384, 95360]",3.3895372526308964,859.9153234098541,1343.80892074464,0.0,1,453,2,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[2315, 21620, 30761, 105533]",0.23143867061985784,861.1360245387331,1247.6620477535178,0.0,1,454,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2320, 29371, 43364, 83393]",2.6250762169946475,862.0233824497203,1298.6651031740832,0.0,1,455,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2321, 29376, 43366, 83394]",0.9281516614954677,862.4260423689562,1288.634513355134,0.0,1,456,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2330, 70030, 83405, 95389]",3.1797131116255914,867.653639825312,1303.291042508034,0.0,1,457,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,603,"[13723, 23955, 31625, 102153]",0.7658956177808272,872.504687883662,1128.4430599810553,0.0,1,458,12,0,1,7.0,1.0,0.0,0.0,0
Loxl1,78,"[36536, 49471, 55605, 70044]",0.7679116479041422,871.8011880028151,1128.0405789450751,0.0,1,458,12,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44547, 67518, 73085, 98555]",1.2377757758770973,870.7748952912032,1128.7960711238634,0.0,1,458,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,2019,"[62893, 79580, 87969, 107597]",3.8995998026143113,871.7676124226614,1127.6159657456096,0.0,1,458,12,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2338, 29408, 43382, 83412]",3.9971737479382883,870.3253527523898,1127.507865063503,0.0,1,458,12,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[2341, 35052, 55600, 110683]",1.9976654749161225,869.2043280277312,1097.5454198180764,0.0,1,459,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2342, 18865, 97055, 104653]",1.7220198580928523,869.3403676852025,1177.36428408029,0.0,1,460,1,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37818, 41234, 71618, 107594]",0.4129278510104912,871.0520872690203,1120.0604911759763,0.0,1,461,2,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[2356, 21650, 30795, 105557]",2.5571039529864357,872.9486135459917,1171.9227994320731,0.0,1,462,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2361, 29424, 43401, 83419]",3.771573199707301,874.4300570805849,1296.20708272487,0.0,1,463,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2362, 29428, 43407, 83424]",2.269964684059971,875.3113011202302,1238.1119364650915,0.0,1,464,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2364, 70055, 83421, 95417]",3.8638787047383794,874.633280091964,1288.5460400313254,0.0,1,465,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2368, 18895, 97090, 104668]",1.5854244209490091,876.3277635148221,1259.8742432770864,0.0,1,466,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2371, 70061, 83432, 95419]",3.691076706588371,875.9958443260375,1099.7043741821496,0.0,1,467,2,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2372, 29432, 43408, 83429]",1.1735968891515323,876.1711415723464,1245.5935298527386,0.0,1,468,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2374, 18896, 97085, 104667]",2.9056603015018414,876.0764137353923,1107.2908848245315,0.0,1,469,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2376, 18901, 97101, 104674]",1.0935596354942536,877.701211309784,1316.4021142353263,0.0,1,470,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44563, 67534, 73096, 98577]",1.6267211425924817,879.1296489911228,1140.7034520667166,0.0,1,471,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2384, 18910, 97115, 104678]",3.159332944593143,880.1389626939945,1341.02902343072,0.0,1,472,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2385, 18914, 97112, 104680]",2.293285769850332,880.1981455657142,1335.268611286193,0.0,1,473,1,0,1,7.0,1.0,0.0,0.0,0
Rpn2,190,"[10503, 21676, 78678, 97123]",0.88267976295565,881.5600152227613,1103.0647481397375,0.0,1,474,12,0,1,7.0,1.0,0.0,0.0,0
Vat1,259,"[20540, 37858, 89642, 104685]",1.4688272173603818,882.19574694764,1099.227002768776,0.0,1,474,12,0,1,7.0,1.0,0.0,0.0,0
Sae1,199,"[36568, 45619, 66257, 109565]",2.0501157820316647,881.4284540304145,1101.0590135762661,0.0,1,474,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,1349,"[43414, 60858, 86023, 102170]",2.570325783395391,879.4313788249983,1102.7739365268126,0.0,1,474,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,1131,"[22752, 37854, 62910, 83441]",2.999866825597432,881.1506442131955,1102.212742767146,0.0,1,474,12,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2394, 29453, 43427, 83449]",3.4270479467023156,881.8041826610147,1155.7053448976055,0.0,1,475,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2400, 18917, 97121, 104683]",3.799958909464469,881.5936204524061,1107.0139822606498,0.0,1,476,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2402, 29465, 43429, 83450]",2.6142015380318337,882.8460641077326,1164.0112990130028,0.0,1,477,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[2404, 18929, 97132, 104688]",3.7063512243528365,884.0437351679723,1284.177006155775,0.0,1,478,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2405, 70085, 83457, 95445]",0.758783422776333,883.7409803883703,1170.9774098649245,0.0,1,479,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,298,"[2406, 22756, 44571, 73108]",0.9608685381706977,883.6053546940684,1132.3792905520606,0.0,1,480,6,0,1,7.0,1.0,0.0,0.0,0
Sfpq,206,"[32483, 54834, 75075, 86938]",2.399317369914577,882.7632642424858,1133.008764977631,0.0,1,480,6,0,1,7.0,1.0,0.0,0.0,0
negative_control,1607,"[33574, 44572, 71687, 99859]",2.155216238779773,883.9221095973096,1115.148149405672,0.0,1,481,5,0,1,7.0,1.0,0.0,0.0,0
negative_control,847,"[25432, 45623, 79601, 95450]",3.230545180186946,883.7881772911128,1115.0261841082743,0.0,1,481,5,0,1,7.0,1.0,0.0,0.0,0
Psmd8,166,"[2409, 55626, 68816, 93885]",0.5772132663143895,884.0749336590507,1319.293768759312,0.0,1,482,1,0,1,7.0,1.0,0.0,0.0,0
Polr2m,149,"[39165, 42366, 59654, 78692]",2.1254808692848726,887.3411393438946,1311.2423815053533,0.0,1,483,3,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2412, 29479, 43441, 83458]",3.7206806216650774,885.4340236434895,1311.7509048730258,0.0,1,483,3,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[2430, 29500, 43454, 83474]",1.898219260256513,889.7841247384301,1234.1215776902557,0.0,1,484,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[2434, 70103, 83469, 95467]",1.1930876446058278,889.3734511018097,1304.5632109688663,0.0,1,485,1,0,1,7.0,1.0,0.0,0.0,0
