method,code,nbarcodes,rstdv,rep,sensitivity,fdr,n_true,n_decoded,n_fd,not_decoded_true,param_l1,param_peak,param_Q,param_tau,best_lambda,param_k1
graph_iss,seqFISHp2019,20,1.25,92,0.05,0.0,20,1,0.0,19.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.5,92,0.0,0.0,20,0,0.0,20.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.75,92,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,2.0,92,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.0,93,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,93,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,93,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,93,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.0,93,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,5,1.25,93,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.5,93,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.75,93,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,93,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,93,0.3,0.0,10,3,0.0,7.0,,,,,,0.33
graph_iss,seqFISHp2019,10,0.25,93,0.2,0.0,10,2,0.0,8.0,,,,,,0.5
graph_iss,seqFISHp2019,10,0.5,93,0.4,0.0,10,4,0.0,6.0,,,,,,0.2
graph_iss,seqFISHp2019,10,0.75,93,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.0,93,0.1,0.0,10,1,0.0,9.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.25,93,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.5,93,0.1,0.0,10,1,0.0,9.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.75,93,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,2.0,93,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,15,0.0,93,0.3333333333333333,0.0,15,5,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.25,93,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,15,0.5,93,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.75,93,0.2,0.0,15,3,0.0,12.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.0,93,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.25,93,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.5,93,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.5
graph_iss,seqFISHp2019,15,1.75,93,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,2.0,93,0.0,0.0,15,0,0.0,15.0,,,,,,0.2
graph_iss,seqFISHp2019,20,0.0,93,0.25,0.0,20,5,0.0,15.0,,,,,,0.33
graph_iss,seqFISHp2019,20,0.25,93,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,0.5,93,0.15,0.0,20,3,0.0,17.0,,,,,,0.5
graph_iss,seqFISHp2019,20,0.75,93,0.05,0.0,20,1,0.0,19.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.0,93,0.05,0.0,20,1,0.0,19.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.25,93,0.0,0.0,20,0,0.0,20.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.5,93,0.1,0.0,20,2,0.0,18.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.75,93,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,2.0,93,0.0,0.0,20,0,0.0,20.0,,,,,,0.5
graph_iss,seqFISHp2019,5,0.0,94,0.8,0.0,5,4,0.0,1.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,94,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,94,0.8,0.0,5,4,0.0,1.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,94,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.0,94,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,5,1.25,94,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.5,94,0.2,0.0,5,1,0.0,4.0,,,,,,0.33
graph_iss,seqFISHp2019,5,1.75,94,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,94,0.0,0.0,5,0,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,94,0.4,0.0,10,4,0.0,6.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,94,0.5,0.0,10,5,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.5,94,0.1,0.0,10,1,0.0,9.0,,,,,,0.2
graph_iss,seqFISHp2019,10,0.75,94,0.3,0.0,10,3,0.0,7.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.0,94,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,1.25,94,0.1,0.0,10,1,0.0,9.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.5,94,0.2,0.0,10,2,0.0,8.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.75,94,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,2.0,94,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.0,94,0.4,0.0,15,6,0.0,9.0,,,,,,0.5
graph_iss,seqFISHp2019,15,0.25,94,0.5333333333333333,0.0,15,8,0.0,7.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.5,94,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.75,94,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.0,94,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.25,94,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,15,1.5,94,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.75,94,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,2.0,94,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,20,0.0,94,0.45,0.0,20,9,0.0,11.0,,,,,,0.5
graph_iss,seqFISHp2019,20,0.25,94,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,0.5,94,0.2,0.0,20,4,0.0,16.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.75,94,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.0,94,0.05,0.0,20,1,0.0,19.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.25,94,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.5,94,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,1.75,94,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,2.0,94,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.0,95,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,95,1.0,0.0,5,5,0.0,0.0,,,,,,0.2
graph_iss,seqFISHp2019,5,0.5,95,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,95,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,5,1.0,95,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.25,95,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.5,95,0.0,0.0,5,0,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.75,95,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,95,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,10,0.0,95,0.5,0.0,10,5,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,95,0.5,0.0,10,5,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.5,95,0.2,0.0,10,2,0.0,8.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.75,95,0.4,0.0,10,4,0.0,6.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.0,95,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.25,95,0.3,0.0,10,3,0.0,7.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.5,95,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.75,95,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,2.0,95,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,15,0.0,95,0.3333333333333333,0.0,15,5,0.0,10.0,,,,,,0.2
graph_iss,seqFISHp2019,15,0.25,95,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.5
graph_iss,seqFISHp2019,15,0.5,95,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.5
graph_iss,seqFISHp2019,15,0.75,95,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.0,95,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.25,95,0.2,0.0,15,3,0.0,12.0,,,,,,0.2
graph_iss,seqFISHp2019,15,1.5,95,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.2
graph_iss,seqFISHp2019,15,1.75,95,0.0,0.0,15,0,0.0,15.0,,,,,,0.33
graph_iss,seqFISHp2019,15,2.0,95,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.0,95,0.1,0.0,20,2,0.0,18.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.25,95,0.25,0.0,20,5,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.5,95,0.2,0.0,20,4,0.0,16.0,,,,,,0.33
graph_iss,seqFISHp2019,20,0.75,95,0.05,0.0,20,1,0.0,19.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.0,95,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,1.25,95,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,1.5,95,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.75,95,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,2.0,95,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.0,96,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,96,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,96,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,96,0.8,0.0,5,4,0.0,1.0,,,,,,0.5
graph_iss,seqFISHp2019,5,1.0,96,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.25,96,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.5,96,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.75,96,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,96,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,96,0.4,0.0,10,4,0.0,6.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,96,0.6,0.0,10,6,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.5,96,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.75,96,0.2,0.0,10,2,0.0,8.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.0,96,0.2,0.0,10,2,0.0,8.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.25,96,0.2,0.0,10,2,0.0,8.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.5,96,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,1.75,96,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,2.0,96,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.0,96,0.4,0.0,15,6,0.0,9.0,,,,,,0.2
graph_iss,seqFISHp2019,15,0.25,96,0.2666666666666666,0.0,15,4,0.0,11.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.5,96,0.2666666666666666,0.0,15,4,0.0,11.0,,,,,,0.33
graph_iss,seqFISHp2019,15,0.75,96,0.2666666666666666,0.0,15,4,0.0,11.0,,,,,,0.2
graph_iss,seqFISHp2019,15,1.0,96,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.33
graph_iss,seqFISHp2019,15,1.25,96,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.5,96,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.33
graph_iss,seqFISHp2019,15,1.75,96,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.33
graph_iss,seqFISHp2019,15,2.0,96,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.0,96,0.25,0.0,20,5,0.0,15.0,,,,,,0.33
graph_iss,seqFISHp2019,20,0.25,96,0.35,0.0,20,7,0.0,13.0,,,,,,0.33
graph_iss,seqFISHp2019,20,0.5,96,0.05,0.0,20,1,0.0,19.0,,,,,,0.5
graph_iss,seqFISHp2019,20,0.75,96,0.1,0.0,20,2,0.0,18.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.0,96,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.25,96,0.05,0.0,20,1,0.0,19.0,,,,,,0.5
graph_iss,seqFISHp2019,20,1.5,96,0.05,0.0,20,1,0.0,19.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.75,96,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,2.0,96,0.0,0.0,20,0,0.0,20.0,,,,,,0.33
graph_iss,seqFISHp2019,5,0.0,97,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,97,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,97,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,97,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.0,97,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.25,97,0.4,0.0,5,2,0.0,3.0,,,,,,0.2
graph_iss,seqFISHp2019,5,1.5,97,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.75,97,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,97,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,97,0.4,0.0,10,4,0.0,6.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,97,0.3,0.0,10,3,0.0,7.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.5,97,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,0.75,97,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.0,97,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.25,97,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.5,97,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.75,97,0.1,0.0,10,1,0.0,9.0,,,,,,0.33
graph_iss,seqFISHp2019,10,2.0,97,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,15,0.0,97,0.4,0.0,15,6,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.25,97,0.2666666666666666,0.0,15,4,0.0,11.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.5,97,0.2666666666666666,0.0,15,4,0.0,11.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.75,97,0.2,0.0,15,3,0.0,12.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.0,97,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.2
graph_iss,seqFISHp2019,15,1.25,97,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.5,97,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,15,1.75,97,0.0,0.0,15,0,0.0,15.0,,,,,,0.5
graph_iss,seqFISHp2019,15,2.0,97,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.0,97,0.15,0.0,20,3,0.0,17.0,,,,,,0.33
graph_iss,seqFISHp2019,20,0.25,97,0.15,0.0,20,3,0.0,17.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.5,97,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.75,97,0.1,0.0,20,2,0.0,18.0,,,,,,0.33
graph_iss,seqFISHp2019,20,1.0,97,0.05,0.0,20,1,0.0,19.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.25,97,0.05,0.0,20,1,0.0,19.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.5,97,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.75,97,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,2.0,97,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.0,98,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,98,0.8,0.0,5,4,0.0,1.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,98,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,98,0.8,0.0,5,4,0.0,1.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.0,98,0.2,0.0,5,1,0.0,4.0,,,,,,0.2
graph_iss,seqFISHp2019,5,1.25,98,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.5,98,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.75,98,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,98,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,98,0.6,0.0,10,6,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,98,0.2,0.0,10,2,0.0,8.0,,,,,,0.2
graph_iss,seqFISHp2019,10,0.5,98,0.2,0.0,10,2,0.0,8.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.75,98,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.0,98,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.25,98,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.5,98,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.75,98,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,2.0,98,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.0,98,0.5333333333333333,0.0,15,8,0.0,7.0,,,,,,0.33
graph_iss,seqFISHp2019,15,0.25,98,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.2
graph_iss,seqFISHp2019,15,0.5,98,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.2
graph_iss,seqFISHp2019,15,0.75,98,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.0,98,0.2,0.0,15,3,0.0,12.0,,,,,,0.33
graph_iss,seqFISHp2019,15,1.25,98,0.1333333333333333,0.0,15,2,0.0,13.0,,,,,,0.33
graph_iss,seqFISHp2019,15,1.5,98,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,15,1.75,98,0.0,0.0,15,0,0.0,15.0,,,,,,0.2
graph_iss,seqFISHp2019,15,2.0,98,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.0,98,0.3,0.0,20,6,0.0,14.0,,,,,,0.2
graph_iss,seqFISHp2019,20,0.25,98,0.25,0.0,20,5,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.5,98,0.1,0.0,20,2,0.0,18.0,,,,,,0.5
graph_iss,seqFISHp2019,20,0.75,98,0.0,0.0,20,0,0.0,20.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.0,98,0.1,0.0,20,2,0.0,18.0,,,,,,0.33
graph_iss,seqFISHp2019,20,1.25,98,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.5,98,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.75,98,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,2.0,98,0.05,0.0,20,1,0.0,19.0,,,,,,0.33
graph_iss,seqFISHp2019,5,0.0,99,0.8,0.0,5,4,0.0,1.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,99,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,99,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,99,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.0,99,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.25,99,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.5,99,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,5,1.75,99,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,99,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,99,0.5,0.0,10,5,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,99,0.4,0.0,10,4,0.0,6.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.5,99,0.3,0.0,10,3,0.0,7.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.75,99,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.0,99,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.25,99,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,1.5,99,0.1,0.0,10,1,0.0,9.0,,,,,,0.33
graph_iss,seqFISHp2019,10,1.75,99,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,10,2.0,99,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.0,99,0.3333333333333333,0.0,15,5,0.0,10.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.25,99,0.2,0.0,15,3,0.0,12.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.5,99,0.2,0.0,15,3,0.0,12.0,,,,,,0.1
graph_iss,seqFISHp2019,15,0.75,99,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.0,99,0.0666666666666666,0.0,15,1,0.0,14.0,,,,,,0.1
graph_iss,seqFISHp2019,15,1.25,99,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,15,1.5,99,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,15,1.75,99,0.0,0.0,15,0,0.0,15.0,,,,,,0.1
graph_iss,seqFISHp2019,15,2.0,99,0.0,,15,0,,,,,,,,
graph_iss,seqFISHp2019,20,0.0,99,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,0.25,99,0.0,,20,0,,,,,,,,
graph_iss,seqFISHp2019,20,0.5,99,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,0.75,99,0.05,0.0,20,1,0.0,19.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.0,99,0.05,0.0,20,1,0.0,19.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.25,99,0.05,0.0,20,1,0.0,19.0,,,,,,0.2
graph_iss,seqFISHp2019,20,1.5,99,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,1.75,99,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,20,2.0,99,0.0,0.0,20,0,0.0,20.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.0,100,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.25,100,1.0,0.0,5,5,0.0,0.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.5,100,0.6,0.0,5,3,0.0,2.0,,,,,,0.1
graph_iss,seqFISHp2019,5,0.75,100,0.2,0.0,5,1,0.0,4.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.0,100,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,1.25,100,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,5,1.5,100,0.0,,5,0,,,,,,,,
graph_iss,seqFISHp2019,5,1.75,100,0.4,0.0,5,2,0.0,3.0,,,,,,0.1
graph_iss,seqFISHp2019,5,2.0,100,0.0,0.0,5,0,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.0,100,0.5,0.0,10,5,0.0,5.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.25,100,0.4,0.0,10,4,0.0,6.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.5,100,0.3,0.0,10,3,0.0,7.0,,,,,,0.1
graph_iss,seqFISHp2019,10,0.75,100,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.0,100,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,1.25,100,0.0,,10,0,,,,,,,,
graph_iss,seqFISHp2019,10,1.5,100,0.1,0.0,10,1,0.0,9.0,,,,,,0.1
graph_iss,seqFISHp2019,10,1.75,100,0.0,0.0,10,0,0.0,10.0,,,,,,0.1
