pos,cell,lvf,zvf,dr,negative_control_barcodes,gene_encoding_barcodes,est_FDR
3,3,4.5,1,1,5413,22874,0.035063196
3,5,4.5,1,1,2245,11065,0.030062183
3,8,4.5,1,1,2846,11456,0.036809293
3,9,4.5,1,1,4797,18802,0.037802564
3,11,4.5,1,1,3345,17720,0.027969712
3,13,4.5,1,1,5808,21907,0.039282515
4,3,4.5,1,1,4193,10485,0.059253228
4,5,4.5,1,1,3632,7989,0.067361074
4,6,4.5,1,1,6464,14947,0.064077107
4,8,4.5,1,1,6045,15772,0.056789118
5,2,4.5,1,1,7245,25231,0.042546076
5,7,4.5,1,1,4692,20578,0.03378395
5,11,4.5,1,1,3307,10080,0.048610406
6,1,4.5,1,1,3117,11111,0.041566096
6,6,4.5,1,1,661,2788,0.035128878
6,7,4.5,1,1,6650,18913,0.052097491
6,8,4.5,1,1,4931,13255,0.055120209
6,10,4.5,1,1,5814,15301,0.056300311
7,2,4.5,1,1,7010,18582,0.055896054
7,4,4.5,1,1,4053,15373,0.039063717
7,5,4.5,1,1,1069,5299,0.029890926
7,8,4.5,1,1,3723,9551,0.057756355
7,9,4.5,1,1,5421,16153,0.049725802
7,10,4.5,1,1,5601,13816,0.0600674
7,11,4.5,1,1,8408,25563,0.048734495
7,12,4.5,1,1,5722,19083,0.044428003
8,2,4.5,1,1,5451,14464,0.055839736
8,3,4.5,1,1,5738,20832,0.040811745
8,4,4.5,1,1,4410,16586,0.039396035
8,6,4.5,1,1,5989,16729,0.053044446
8,7,4.5,1,1,6449,19939,0.047923065
8,8,4.5,1,1,8721,22423,0.057627284
8,9,4.5,1,1,7162,18401,0.057669804
8,12,4.5,1,1,4786,15769,0.044970128
9,3,4.5,1,1,3624,12713,0.042237259
9,7,4.5,1,1,6027,22908,0.038982492
9,8,4.5,1,1,3677,17816,0.030580108
9,10,4.5,1,1,8325,22238,0.055468204
9,12,4.5,1,1,5974,20362,0.043471074
9,13,4.5,1,1,7326,28343,0.038298052
9,14,4.5,1,1,8957,27093,0.048984769
10,6,4.5,1,1,4814,22308,0.031974299
10,7,4.5,1,1,2293,12632,0.026895989
10,8,4.5,1,1,5497,16160,0.050401094
10,9,4.5,1,1,4391,15964,0.040754663
10,11,4.5,1,1,4014,15690,0.037906179
10,15,4.5,1,1,4750,17265,0.040764546
10,16,4.5,1,1,4217,10300,0.060662732
11,3,4.5,1,1,5352,12495,0.063465167
11,4,4.5,1,1,4362,10241,0.063110102
11,5,4.5,1,1,5367,13434,0.059194565
11,6,4.5,1,1,6899,23416,0.0436545
11,12,4.5,1,1,6638,32249,0.030498367
11,13,4.5,1,1,7581,19561,0.057423681
12,2,4.5,1,1,1981,11790,0.02489581
12,3,4.5,1,1,2107,12571,0.024834207
12,4,4.5,1,1,3768,12869,0.04338321
12,6,4.5,1,1,2154,13132,0.024303589
12,7,4.5,1,1,4161,18073,0.034113247
12,12,4.5,1,1,3986,16821,0.035110828
12,13,4.5,1,1,2413,10648,0.03357723
12,14,4.5,1,1,1868,9507,0.029113134
12,15,4.5,1,1,4024,21186,0.028142624
12,16,4.5,1,1,4195,36715,0.016929496
13,9,4.5,1,1,5539,24194,0.03392183
13,10,4.5,1,1,6411,12000,0.079158967
13,11,4.5,1,1,5278,19924,0.039250793
14,4,4.5,1,1,6157,19269,0.047344067
14,6,4.5,1,1,8284,29770,0.041230333
14,7,4.5,1,1,1681,4576,0.054429868
14,9,4.5,1,1,4175,10061,0.061485246
14,10,4.5,1,1,3256,9059,0.053254918
14,11,4.5,1,1,9562,23152,0.061194982
14,12,4.5,1,1,9009,25332,0.052694185
14,13,4.5,1,1,8012,42542,0.027904781
14,14,4.5,1,1,5998,17291,0.051397493
15,3,4.5,1,1,2699,8324,0.048042588
15,7,4.5,1,1,3906,8330,0.069477282
15,8,4.5,1,1,3043,7194,0.062673955
15,9,4.5,1,1,4754,10825,0.065070907
15,10,4.5,1,1,5891,11142,0.078339619
15,11,4.5,1,1,4688,12702,0.054685361
15,16,4.5,1,1,5063,9959,0.075326499
15,17,4.5,1,1,4174,11979,0.051628257
16,2,4.5,1,1,4960,14892,0.049349668
16,3,4.5,1,1,4016,14557,0.040876849
16,5,4.5,1,1,3735,12017,0.046052173
16,9,4.5,1,1,4542,12734,0.052849133
16,13,4.5,1,1,4808,13470,0.052887428
16,14,4.5,1,1,4953,17427,0.042111555
17,5,4.5,1,1,4678,13423,0.051637619
17,7,4.5,1,1,5399,18544,0.043138545
17,8,4.5,1,1,3895,15544,0.037127889
17,9,4.5,1,1,4970,18140,0.040595201
17,11,4.5,1,1,4015,26427,0.022510921
17,12,4.5,1,1,3374,13971,0.035782705
18,3,4.5,1,1,7217,21442,0.049870876
18,5,4.5,1,1,1088,3813,0.042278316
18,6,4.5,1,1,6208,14266,0.064477037
18,12,4.5,1,1,4639,15584,0.04410634
18,13,4.5,1,1,12510,31957,0.058002524
18,14,4.5,1,1,7618,19301,0.058481263
19,5,4.5,1,1,7283,27503,0.039236099
19,6,4.5,1,1,2764,14569,0.028110196
19,8,4.5,1,1,5853,21761,0.039852472
19,9,4.5,1,1,9478,35452,0.039612436
19,10,4.5,1,1,3352,11562,0.042956277
20,4,4.5,1,1,5522,11218,0.072935095
20,5,4.5,1,1,2695,8612,0.046367143
20,10,4.5,1,1,4717,14062,0.049702058
20,11,4.5,1,1,4242,9081,0.069213781
20,12,4.5,1,1,5756,17990,0.047407298
20,13,4.5,1,1,6423,16387,0.058075647
20,14,4.5,1,1,3921,10828,0.053654256
21,1,4.5,1,1,6739,29121,0.034288206
21,2,4.5,1,1,5435,25074,0.032116744
21,4,4.5,1,1,5635,19566,0.042672438
21,5,4.5,1,1,6994,23125,0.044812531
21,6,4.5,1,1,4862,16202,0.044463323
21,7,4.5,1,1,6560,21059,0.046155311
21,10,4.5,1,1,4489,13233,0.050262823
21,11,4.5,1,1,2527,15314,0.024449624
21,12,4.5,1,1,5288,14110,0.055529021
21,13,4.5,1,1,4988,16824,0.043929147
22,2,4.5,1,1,6959,24558,0.041986476
22,8,4.5,1,1,3977,17433,0.033801739
22,9,4.5,1,1,8552,21597,0.058671859
22,11,4.5,1,1,5044,21595,0.034608076
23,2,4.5,1,1,3534,17266,0.030327066
23,3,4.5,1,1,7558,29165,0.038397283
23,5,4.5,1,1,3086,18536,0.024668088
23,7,4.5,1,1,3486,18721,0.027590141
23,8,4.5,1,1,1418,10880,0.019310918
23,9,4.5,1,1,4672,21481,0.032225816
23,10,4.5,1,1,5107,20178,0.037501041
24,2,4.5,1,1,4352,9909,0.06507507
24,3,4.5,1,1,7864,21762,0.053542702
24,4,4.5,1,1,5735,12746,0.066667642
24,6,4.5,1,1,5368,13683,0.058128185
24,8,4.5,1,1,8260,19715,0.062078162
24,9,4.5,1,1,5771,16503,0.051813599
24,10,4.5,1,1,4918,11728,0.062132689
24,12,4.5,1,1,6084,12960,0.069556831
24,13,4.5,1,1,4007,9659,0.061467105
25,3,4.5,1,1,4789,17529,0.040480259
25,6,4.5,1,1,6151,25516,0.03571813
25,7,4.5,1,1,6781,19963,0.050329605
25,8,4.5,1,1,6394,22071,0.042924595
25,9,4.5,1,1,4802,20462,0.034771999
26,5,4.5,1,1,6949,15605,0.065980275
26,6,4.5,1,1,5120,17474,0.043414341
26,7,4.5,1,1,5035,20013,0.037277164
26,9,4.5,1,1,4310,8786,0.072684475
26,10,4.5,1,1,4950,11411,0.064274259
26,13,4.5,1,1,2356,5357,0.065164224
26,16,4.5,1,1,6472,14277,0.067167183
27,2,4.5,1,1,3709,8172,0.067248726
27,6,4.5,1,1,3596,16144,0.033003813
27,7,4.5,1,1,4987,11228,0.0658101
27,8,4.5,1,1,4452,10687,0.061724124
27,9,4.5,1,1,4607,11161,0.061160452
28,3,4.5,1,1,3438,9974,0.051073085
28,8,4.5,1,1,4764,14408,0.048991827
28,9,4.5,1,1,6211,15280,0.060227351
28,10,4.5,1,1,6742,21802,0.045819252
28,11,4.5,1,1,5750,12901,0.066038934
28,12,4.5,1,1,4472,18391,0.036028986
28,13,4.5,1,1,7975,20487,0.057677697
28,14,4.5,1,1,5126,12530,0.06061542
28,16,4.5,1,1,4633,12227,0.056143305
29,3,4.5,1,1,2855,15723,0.026904584
29,4,4.5,1,1,4070,12431,0.048511413
29,5,4.5,1,1,3734,11354,0.048728272
29,6,4.5,1,1,3601,16656,0.032033766
29,7,4.5,1,1,7606,28846,0.039068461
29,8,4.5,1,1,6012,31231,0.028522571
30,1,4.5,1,1,7949,28962,0.040666756
30,2,4.5,1,1,4868,16082,0.044850377
30,6,4.5,1,1,5516,15712,0.052017368
30,8,4.5,1,1,8535,25498,0.049596724
0,1,5,1,0,1432,7540,0.028140205
0,2,5,1,0,2043,8245,0.036714134
0,3,5,1,0,2449,12468,0.029103658
0,4,5,1,0,2271,7900,0.042593726
0,5,5,1,0,1214,5493,0.032746484
0,6,5,1,0,1562,8867,0.026101166
1,1,5,1,0,1798,7486,0.035587334
1,2,5,1,0,2019,6686,0.044743045
1,3,5,1,0,2716,14279,0.028183022
1,4,5,1,0,1665,10039,0.024574199
1,5,5,1,0,1337,6875,0.028814712
1,6,5,1,0,3286,13389,0.036364281
1,7,5,1,0,2774,13563,0.030304441
1,8,5,1,0,1699,3848,0.065420506
1,9,5,1,0,1749,3997,0.064835258
1,10,5,1,0,1959,8724,0.033271652
1,11,5,1,0,2708,10943,0.036666364
1,12,5,1,0,4021,14395,0.041388338
1,14,5,1,0,2937,11125,0.039116457
2,1,5,1,0,3021,8092,0.055315958
2,3,5,1,0,1745,6650,0.038880279
2,4,5,1,0,1476,5217,0.041919984
2,5,5,1,0,1411,6022,0.034716973
2,6,5,1,0,1323,2935,0.066789366
2,7,5,1,0,1816,4118,0.065340896
2,8,5,1,0,2209,6744,0.04853262
2,9,5,1,0,1468,6152,0.035356178
2,10,5,1,0,1483,5351,0.041064051
2,11,5,1,0,1681,3605,0.069090451
2,12,5,1,0,1896,4220,0.066570446
2,13,5,1,0,2109,6693,0.046688653
2,23,5,1,0,2506,7616,0.04875394
2,28,5,1,0,2817,8532,0.048920579
2,29,5,1,0,1488,4856,0.045402507
2,31,5,1,0,5118,15939,0.047576753
3,1,5,1,0,1673,16909,0.014659988
3,2,5,1,0,2692,15976,0.024966783
3,3,5,1,0,2538,18172,0.020694001
3,5,5,1,0,970,8854,0.016232589
3,8,5,1,0,1440,9214,0.023156337
3,9,5,1,0,2389,15067,0.02349335
3,11,5,1,0,1466,13947,0.015574308
3,13,5,1,0,3044,17523,0.025739006
4,3,5,1,0,2315,8041,0.04265761
4,5,5,1,0,2000,6139,0.048271184
4,6,5,1,0,3485,11219,0.046026105
4,8,5,1,0,3112,12040,0.038297347
5,2,5,1,0,3787,20072,0.027955048
5,7,5,1,0,2316,16399,0.020925545
5,11,5,1,0,1719,7986,0.031893498
6,1,5,1,0,1716,8839,0.028765355
6,6,5,1,0,322,2282,0.020907197
6,7,5,1,0,3633,14793,0.036388548
6,8,5,1,0,2705,10287,0.038961361
6,10,5,1,0,3331,12099,0.040792539
7,2,5,1,0,3810,14395,0.039216505
7,4,5,1,0,2106,12118,0.025750342
7,5,5,1,0,443,4154,0.0158013
7,8,5,1,0,1877,7248,0.038370872
7,9,5,1,0,2849,12594,0.033518482
7,10,5,1,0,3075,10583,0.043051859
7,11,5,1,0,4526,19910,0.033682078
7,12,5,1,0,2953,14910,0.029345492
8,2,5,1,0,3084,11395,0.040101039
8,3,5,1,0,2982,16409,0.026926575
8,4,5,1,0,2299,13085,0.026032797
8,6,5,1,0,3391,13119,0.038298577
8,7,5,1,0,3524,15769,0.033112146
8,8,5,1,0,4859,17620,0.040859832
8,9,5,1,0,4018,14372,0.041423645
8,12,5,1,0,2601,12444,0.030969624
9,3,5,1,0,1874,10124,0.027426667
9,7,5,1,0,3137,18326,0.025363105
9,8,5,1,0,1783,14299,0.018475715
9,10,5,1,0,4716,17410,0.040135679
9,12,5,1,0,3236,16214,0.029571539
9,13,5,1,0,3776,22584,0.024773462
9,14,5,1,0,4868,21334,0.03380912
10,6,5,1,0,2431,17858,0.020170085
10,7,5,1,0,1019,9966,0.015149869
10,8,5,1,0,3081,12772,0.035742784
10,9,5,1,0,2198,12694,0.025655754
10,11,5,1,0,2098,12451,0.024966452
10,15,5,1,0,2409,13484,0.026471201
10,16,5,1,0,2441,8086,0.044729045
11,3,5,1,0,3089,9811,0.046650921
11,4,5,1,0,2475,8003,0.045822415
11,5,5,1,0,2895,10195,0.042074302
11,6,5,1,0,3488,18251,0.02831688
11,12,5,1,0,3201,25435,0.018647023
11,13,5,1,0,4289,15351,0.041397581
12,2,5,1,0,899,9281,0.014352267
12,3,5,1,0,877,9956,0.013051796
12,4,5,1,0,1840,10102,0.026987711
12,6,5,1,0,934,10358,0.013360618
12,7,5,1,0,2042,14479,0.020896462
12,12,5,1,0,1892,13249,0.021158926
12,13,5,1,0,1160,8515,0.020185008
12,14,5,1,0,854,7450,0.016984673
12,15,5,1,0,1801,16746,0.015935225
12,16,5,1,0,1606,29072,0.008185142
13,9,5,1,0,2665,18912,0.020879271
13,10,5,1,0,3312,8688,0.056484085
13,11,5,1,0,2382,15156,0.023286957
14,4,5,1,0,3283,15277,0.031841124
14,6,5,1,0,4124,23338,0.02618247
14,7,5,1,0,879,3374,0.038601073
14,9,5,1,0,2228,7768,0.042497321
14,10,5,1,0,1655,7009,0.03498626
14,11,5,1,0,5481,18049,0.044994791
14,12,5,1,0,4952,19708,0.037230054
14,13,5,1,0,3644,33790,0.015978859
14,14,5,1,0,3287,13558,0.03592193
15,3,5,1,0,1331,6402,0.03080477
15,7,5,1,0,2318,6450,0.053248736
15,8,5,1,0,1603,5532,0.042934552
15,9,5,1,0,2709,8260,0.048594212
15,10,5,1,0,3342,8452,0.058587173
15,11,5,1,0,2417,9840,0.036394616
15,16,5,1,0,2941,7686,0.056695714
15,17,5,1,0,2151,9276,0.034358584
16,2,5,1,0,2759,11848,0.034503428
16,3,5,1,0,2153,11558,0.027600498
16,5,5,1,0,2032,9492,0.031719151
16,9,5,1,0,2430,9956,0.036164043
16,13,5,1,0,2716,10670,0.037715592
16,14,5,1,0,2572,13600,0.028021259
17,5,5,1,0,2507,10438,0.035587102
17,7,5,1,0,2866,14600,0.02908566
17,8,5,1,0,1990,12490,0.023607295
17,9,5,1,0,2512,14330,0.025973414
17,11,5,1,0,1826,21315,0.012693197
17,12,5,1,0,1668,11220,0.022027174
18,3,5,1,0,3707,16726,0.032838709
18,5,5,1,0,441,2783,0.023479074
18,6,5,1,0,3301,10838,0.045128611
18,12,5,1,0,2320,11867,0.028966941
18,13,5,1,0,6393,24456,0.038732441
18,14,5,1,0,4059,14727,0.040837613
19,5,5,1,0,3845,22101,0.025777453
19,6,5,1,0,1245,11355,0.016245676
19,8,5,1,0,3152,17299,0.026997329
19,9,5,1,0,4959,28225,0.026032492
19,10,5,1,0,1765,9300,0.028120131
20,4,5,1,0,3031,8692,0.051668018
20,5,5,1,0,1324,6583,0.029800237
20,10,5,1,0,2347,10673,0.032582332
20,11,5,1,0,2255,6927,0.048234407
20,12,5,1,0,2897,13775,0.031161078
20,13,5,1,0,3395,12710,0.039577633
20,14,5,1,0,1941,8243,0.034889586
21,1,5,1,0,3551,23440,0.022446501
21,2,5,1,0,2571,20012,0.019035626
21,4,5,1,0,3076,15740,0.028955908
21,5,5,1,0,3777,18409,0.030399915
21,6,5,1,0,2789,12798,0.03228955
21,7,5,1,0,3676,16751,0.032515493
21,10,5,1,0,2454,10469,0.034731612
21,11,5,1,0,1155,12221,0.014003314
21,12,5,1,0,3048,11154,0.040489266
21,13,5,1,0,2654,13374,0.02940324
22,2,5,1,0,3092,18353,0.024962496
22,8,5,1,0,1843,13103,0.020840598
22,9,5,1,0,4872,16717,0.043182176
22,11,5,1,0,2304,16506,0.020682176
23,2,5,1,0,1604,13878,0.017125098
23,3,5,1,0,3906,23136,0.025014945
23,5,5,1,0,1372,14739,0.013792458
23,7,5,1,0,1603,14849,0.015995282
23,8,5,1,0,590,8499,0.01028584
23,9,5,1,0,2200,16973,0.019205236
23,10,5,1,0,2689,16056,0.0248147
24,2,5,1,0,2542,7726,0.048750203
24,3,5,1,0,4210,16724,0.037299029
24,4,5,1,0,3340,9934,0.049817037
24,6,5,1,0,2935,10599,0.041029743
24,8,5,1,0,4653,15217,0.045306404
24,9,5,1,0,3234,13085,0.036620298
24,10,5,1,0,2794,9144,0.045273677
24,12,5,1,0,3459,10127,0.050608718
24,13,5,1,0,2174,7403,0.043511833
25,3,5,1,0,2544,13884,0.027149266
25,6,5,1,0,3232,20270,0.023625075
25,7,5,1,0,3790,15793,0.035557413
25,8,5,1,0,3424,17664,0.028721048
25,9,5,1,0,2397,16375,0.021689139
26,5,5,1,0,3982,12004,0.04915083
26,6,5,1,0,2600,13435,0.028674197
26,7,5,1,0,2448,15709,0.023089709
26,9,5,1,0,2512,6718,0.055403247
26,10,5,1,0,2733,8771,0.046168536
26,13,5,1,0,1150,3901,0.043679482
26,16,5,1,0,3451,10837,0.047183643
27,2,5,1,0,2083,6208,0.049715653
27,6,5,1,0,1674,12477,0.01987929
27,7,5,1,0,2794,8450,0.048992012
27,8,5,1,0,2368,8116,0.043230996
27,9,5,1,0,2394,8468,0.041888893
28,3,5,1,0,1848,7769,0.035244587
28,8,5,1,0,2498,11250,0.03289997
28,9,5,1,0,3446,12026,0.042457035
28,10,5,1,0,3443,16762,0.030434542
28,11,5,1,0,3271,10022,0.048359492
28,12,5,1,0,2183,14109,0.022925198
28,13,5,1,0,4326,15908,0.040292714
28,14,5,1,0,2859,9756,0.043420813
28,16,5,1,0,2496,9575,0.038624368
29,3,5,1,0,1325,12556,0.015635802
29,4,5,1,0,2194,9907,0.03281331
29,5,5,1,0,1968,8903,0.032752489
29,6,5,1,0,1741,13360,0.019308472
29,7,5,1,0,3916,22967,0.025263528
29,8,5,1,0,2836,25032,0.016786736
30,1,5,1,0,4292,23133,0.027490544
30,2,5,1,0,2694,12748,0.031312023
30,6,5,1,0,3122,12274,0.037687937
30,8,5,1,0,4710,19841,0.035173285
0,1,5,1,1,2920,9489,0.045595081
0,2,5,1,1,3917,10653,0.054480016
0,3,5,1,1,4385,15368,0.042277357
0,4,5,1,1,4040,9852,0.06075927
0,5,5,1,1,2295,6831,0.049779897
0,6,5,1,1,2924,10747,0.040313054
1,1,5,1,1,3351,9296,0.053411392
1,2,5,1,1,3429,8177,0.062133966
1,3,5,1,1,4934,17210,0.042478959
1,4,5,1,1,3346,12354,0.04013044
1,5,5,1,1,2563,8624,0.044034741
1,6,5,1,1,5729,16398,0.051765871
1,7,5,1,1,5117,16674,0.045470654
1,8,5,1,1,2778,4908,0.083865487
1,9,5,1,1,2909,5029,0.085707272
1,10,5,1,1,3458,10693,0.04791605
1,11,5,1,1,4660,13212,0.052260425
1,12,5,1,1,6743,17665,0.056558138
1,14,5,1,1,4979,13324,0.055368542
2,1,5,1,1,5238,10162,0.076373358
2,3,5,1,1,3226,8233,0.058057968
2,4,5,1,1,2539,6429,0.058516031
2,5,5,1,1,2598,7426,0.051836991
2,6,5,1,1,2095,3514,0.088336026
2,7,5,1,1,2855,5118,0.082653532
2,8,5,1,1,3737,8216,0.067393537
2,9,5,1,1,2780,7733,0.05326628
2,10,5,1,1,2778,6805,0.060486673
2,11,5,1,1,2704,4496,0.089111955
2,12,5,1,1,3084,5280,0.086543814
2,13,5,1,1,3665,8337,0.065135802
2,23,5,1,1,4325,9300,0.068906271
2,28,5,1,1,4857,10569,0.068091012
2,29,5,1,1,2655,6155,0.063913419
2,31,5,1,1,8891,19738,0.066742589
3,1,5,1,1,3340,20076,0.024650451
3,2,5,1,1,4740,19087,0.036795631
3,3,5,1,1,4892,21931,0.033050923
3,5,5,1,1,2038,10586,0.028525146
3,8,5,1,1,2595,10929,0.035181352
3,9,5,1,1,4342,17939,0.035863046
3,11,5,1,1,3043,17050,0.026444366
3,13,5,1,1,5243,20968,0.037049166
4,3,5,1,1,3818,9833,0.05753147
4,5,5,1,1,3316,7455,0.065905621
4,6,5,1,1,5901,13995,0.062475292
4,8,5,1,1,5494,14792,0.055032259
5,2,5,1,1,6599,23999,0.040741833
5,7,5,1,1,4301,19683,0.032376786
5,11,5,1,1,3023,9545,0.046926461
6,1,5,1,1,2874,10553,0.040352125
6,6,5,1,1,591,2668,0.032821411
6,7,5,1,1,6117,17826,0.050844053
6,8,5,1,1,4554,12533,0.053838577
6,10,5,1,1,5315,14390,0.054726549
7,2,5,1,1,6353,17528,0.053703436
7,4,5,1,1,3677,14607,0.037298227
7,5,5,1,1,971,5033,0.028585638
7,8,5,1,1,3403,8961,0.056267945
7,9,5,1,1,5020,15264,0.048729387
7,10,5,1,1,5150,13004,0.058679426
7,11,5,1,1,7705,24220,0.047136148
7,12,5,1,1,5237,18133,0.042792583
8,2,5,1,1,5004,13625,0.054417223
8,3,5,1,1,5207,19813,0.038939729
8,4,5,1,1,3997,15709,0.037699986
8,6,5,1,1,5515,15763,0.05183967
8,7,5,1,1,5938,18850,0.04667501
8,8,5,1,1,8032,21160,0.056242371
8,9,5,1,1,6537,17335,0.055874059
8,12,5,1,1,4377,15010,0.043206734
9,3,5,1,1,3299,12059,0.040534667
9,7,5,1,1,5440,21875,0.036847364
9,8,5,1,1,3379,17091,0.02929384
9,10,5,1,1,7603,21016,0.053603175
9,12,5,1,1,5468,19327,0.041919843
9,13,5,1,1,6698,27009,0.03674449
9,14,5,1,1,8162,25723,0.047014363
10,6,5,1,1,4447,21340,0.030876517
10,7,5,1,1,2073,12102,0.025380358
10,8,5,1,1,5074,15336,0.04902233
10,9,5,1,1,3985,15260,0.03869273
10,11,5,1,1,3690,14932,0.036615416
10,15,5,1,1,4325,16459,0.038934827
10,16,5,1,1,3867,9731,0.058880608
11,3,5,1,1,4862,11767,0.061221616
11,4,5,1,1,3993,9660,0.061246006
11,5,5,1,1,4919,12573,0.057968691
11,6,5,1,1,6310,22148,0.042213409
11,12,5,1,1,6077,30778,0.029255291
11,13,5,1,1,6925,18401,0.055761435
12,2,5,1,1,1822,11297,0.023896859
12,3,5,1,1,1933,11994,0.023879399
12,4,5,1,1,3414,12247,0.041303741
12,6,5,1,1,1969,12608,0.02313956
12,7,5,1,1,3779,17270,0.032422025
12,12,5,1,1,3643,16030,0.033672955
12,13,5,1,1,2190,10165,0.031922163
12,14,5,1,1,1709,9092,0.027850835
12,15,5,1,1,3632,20226,0.026606725
12,16,5,1,1,3837,35482,0.016022833
13,9,5,1,1,5043,22908,0.032618004
13,10,5,1,1,5877,11098,0.078463297
13,11,5,1,1,4816,18774,0.038008896
14,4,5,1,1,5654,18260,0.045878649
14,6,5,1,1,7574,28247,0.039729084
14,7,5,1,1,1563,4286,0.054033413
14,9,5,1,1,3812,9460,0.059705913
14,10,5,1,1,2986,8512,0.051977307
14,11,5,1,1,8766,21792,0.05960188
14,12,5,1,1,8260,23877,0.051257317
14,13,5,1,1,7336,40723,0.026691633
14,14,5,1,1,5465,16337,0.04956481
15,3,5,1,1,2495,7815,0.047303922
15,7,5,1,1,3570,7763,0.068138758
15,8,5,1,1,2770,6719,0.061084456
15,9,5,1,1,4407,10135,0.064428035
15,10,5,1,1,5373,10337,0.077015459
15,11,5,1,1,4262,11913,0.05300879
15,16,5,1,1,4598,9305,0.073216367
15,17,5,1,1,3779,11273,0.049669864
16,2,5,1,1,4570,14085,0.048074518
16,3,5,1,1,3709,13884,0.039582007
16,5,5,1,1,3453,11434,0.044745975
16,9,5,1,1,4150,12044,0.051054372
16,13,5,1,1,4413,12769,0.051207388
16,14,5,1,1,4537,16582,0.040540346
17,5,5,1,1,4257,12710,0.049626504
17,7,5,1,1,4885,17614,0.041092462
17,8,5,1,1,3567,14833,0.035631138
17,9,5,1,1,4524,17258,0.03884076
17,11,5,1,1,3683,25425,0.021463292
17,12,5,1,1,3062,13380,0.033908194
18,3,5,1,1,6580,20120,0.048456663
18,5,5,1,1,981,3551,0.040933033
18,6,5,1,1,5721,13276,0.06384991
18,12,5,1,1,4204,14640,0.04254781
18,13,5,1,1,11391,29873,0.056498719
18,14,5,1,1,6944,18024,0.057083963
19,5,5,1,1,6648,26277,0.037486148
19,6,5,1,1,2500,14029,0.026403949
19,8,5,1,1,5340,20865,0.037920884
19,9,5,1,1,8675,33828,0.037996951
19,10,5,1,1,3041,11060,0.040739611
20,4,5,1,1,5027,10428,0.071427171
20,5,5,1,1,2449,8062,0.045009229
20,10,5,1,1,4293,13154,0.048356921
20,11,5,1,1,3886,8458,0.068075478
20,12,5,1,1,5287,16807,0.046609527
20,13,5,1,1,5892,15286,0.057111619
20,14,5,1,1,3509,10071,0.051625748
21,1,5,1,1,6168,27812,0.032860013
21,2,5,1,1,4932,24105,0.030315973
21,4,5,1,1,5149,18653,0.04090061
21,5,5,1,1,6407,21979,0.043191907
21,6,5,1,1,4521,15410,0.043469781
21,7,5,1,1,6067,20003,0.044940143
21,10,5,1,1,4069,12570,0.047963183
21,11,5,1,1,2316,14750,0.02326495
21,12,5,1,1,4840,13358,0.05368581
21,13,5,1,1,4566,16015,0.042243953
22,2,5,1,1,6313,23122,0.04045442
22,8,5,1,1,3640,16529,0.032629498
22,9,5,1,1,7841,20282,0.057281748
22,11,5,1,1,4650,20355,0.033848344
23,2,5,1,1,3230,16486,0.029029718
23,3,5,1,1,6932,27912,0.036797913
23,5,5,1,1,2816,17833,0.023397197
23,7,5,1,1,3207,17937,0.026491389
23,8,5,1,1,1314,10476,0.018584696
23,9,5,1,1,4259,20596,0.030639406
23,10,5,1,1,4647,19219,0.03582593
24,2,5,1,1,3961,9273,0.063290739
24,3,5,1,1,7160,20451,0.051874516
24,4,5,1,1,5249,11955,0.065055284
24,6,5,1,1,4945,12859,0.056978982
24,8,5,1,1,7541,18486,0.060442383
24,9,5,1,1,5275,15571,0.050195126
24,10,5,1,1,4520,10998,0.060894814
24,12,5,1,1,5595,12170,0.068118503
24,13,5,1,1,3654,9070,0.059692098
25,3,5,1,1,4372,16709,0.038769061
25,6,5,1,1,5663,24358,0.034447723
25,7,5,1,1,6203,19005,0.048360356
25,8,5,1,1,5793,21038,0.040799483
25,9,5,1,1,4420,19518,0.033553864
26,5,5,1,1,6399,14603,0.064927041
26,6,5,1,1,4669,16533,0.04184348
26,7,5,1,1,4568,18980,0.035660339
26,9,5,1,1,3972,8206,0.071718849
26,10,5,1,1,4536,10718,0.062706835
26,13,5,1,1,2141,5000,0.063445708
26,16,5,1,1,5870,13335,0.065222984
27,2,5,1,1,3437,7626,0.066778755
27,6,5,1,1,3296,15357,0.03180068
27,7,5,1,1,4577,10463,0.064815708
27,8,5,1,1,4023,10015,0.059518868
27,9,5,1,1,4169,10437,0.05918502
28,3,5,1,1,3155,9409,0.04968342
28,8,5,1,1,4408,13617,0.047964037
28,9,5,1,1,5687,14324,0.058826702
28,10,5,1,1,6099,20503,0.044075455
28,11,5,1,1,5275,12068,0.064765355
28,12,5,1,1,4116,17410,0.035029358
28,13,5,1,1,7341,19143,0.056819945
28,14,5,1,1,4708,11752,0.059358136
28,16,5,1,1,4211,11510,0.054208264
29,3,5,1,1,2586,15040,0.025476295
29,4,5,1,1,3721,11843,0.046553627
29,5,5,1,1,3403,10792,0.046721373
29,6,5,1,1,3270,15909,0.03045513
29,7,5,1,1,6956,27502,0.037475797
29,8,5,1,1,5481,29974,0.027093848
30,1,5,1,1,7302,27604,0.039194524
30,2,5,1,1,4499,15269,0.043657713
30,6,5,1,1,5045,14818,0.05044605
30,8,5,1,1,7825,24084,0.048140579
0,1,5.5,1,0,1251,7106,0.026084811
0,2,5.5,1,0,1757,7733,0.033665056
0,3,5.5,1,0,2129,11783,0.026771664
0,4,5.5,1,0,2008,7404,0.040183974
