,rmse
"(3, 2)",25.61246674033037
"(4, 1)",39.52757638799432
"(4, 2)",46.61797015393361
"(5, 1)",37.788601375775876
"(5, 2)",49.66319676337127
"(6, 1)",44.079000229578526
"(6, 2)",43.21137176240407
"(7, 1)",43.30461132691278
"(7, 2)",47.717603387720075
"(8, 1)",33.26609095459791
"(8, 2)",35.49408856621744
"(9, 1)",45.24226042323493
"(9, 2)",24.072720805128846
"(10, 1)",44.23793864522082
"(10, 2)",38.81749579333042
"(11, 1)",39.19088058390481
"(11, 2)",39.01509344347084
"(12, 1)",27.792383053390257
"(12, 2)",22.749607718260975
"(13, 1)",29.49597677266087
"(13, 2)",42.0543415525659
"(14, 1)",34.66334742410218
"(14, 2)",40.00157894636993
"(15, 1)",52.80386866795477
"(15, 2)",30.6245582167299
"(16, 1)",27.62355344569423
"(16, 2)",36.617399323935246
"(17, 1)",25.64864792936582
"(17, 2)",20.833677245527234
"(18, 1)",28.93965675577803
"(18, 2)",34.75761342712234
"(19, 1)",39.29963898823796
"(19, 2)",60.741150648218756
"(20, 1)",28.433199390342953
"(20, 2)",30.82732295736759
"(21, 1)",25.452074586480787
"(21, 2)",29.069696039912557
"(22, 1)",50.161732120380684
"(22, 2)",38.204287010994896
"(23, 1)",29.043522477062954
"(23, 2)",32.85350743816061
"(24, 1)",21.028859488114104
"(24, 2)",27.412206690441522
"(25, 1)",33.98037830721573
"(25, 2)",43.51709204699029
"(26, 1)",38.5729230173145
"(26, 2)",34.06162805573572
"(27, 1)",41.89311412119709
"(27, 2)",33.61524713836592
"(28, 1)",26.26503928453363
"(28, 2)",34.54960712422865
"(29, 1)",26.260319517380285
"(29, 2)",36.9448222604193
"(30, 1)",33.02692262121389
"(30, 2)",34.21080704029959
"(31, 1)",29.13832515712278
"(31, 2)",35.18154665720692
"(32, 1)",42.02183727867767
"(32, 2)",32.72931886212684
"(33, 1)",27.442130077539556
"(34, 1)",31.550800969849185
0,32.87848814832179
1,49.43795378709834
2,28.97801684413925
3,53.51733130816687
4,56.13409859907566
5,47.32071044903827
6,55.11587114135845
7,39.4245543243352
8,26.323183849911043
9,43.363250724681684
10,40.0108631277853
11,23.91536932641155
12,31.686804552344206
13,35.70497145961672
14,31.338893230967226
15,39.65945114697952
16,21.48879143695011
17,40.448437291070505
18,72.07147805501285
19,32.205849353260916
20,33.25173802766991
21,48.08374057568736
22,34.5677987860134
23,30.342064374384744
24,35.73239843247399
25,22.494678551656488
26,38.41006012378184
27,28.02078704973601
28,29.15698365700249
29,20.810633286817755
30,42.10407015194335
31,20.263003810673066
32,35.87223879507504
33,24.2028977895516
